Source,Target,Type,Id,Label,timeset,Weight,based_on_page
9,1202,Undirected,628,,,2,XXV:278v
9,1438,Undirected,629,,,2,XXV:278v
9,1578,Undirected,630,,,1,XXV:278r
9,1654,Undirected,631,,,1,XXV:278r
130,545,Undirected,632,,,4,XXV:269r
130,1202,Undirected,633,,,3,XXV:277v
130,1438,Undirected,634,,,4,XXV:277v
130,1578,Undirected,635,,,4,XXV:291v
130,1654,Undirected,636,,,1,XXV:278r
545,1202,Undirected,637,,,3,XXV:277v
545,1438,Undirected,638,,,3,XXV:277v
545,1578,Undirected,639,,,2,XXV:281v
545,1654,Undirected,640,,,1,XXV:278r
1202,1578,Undirected,642,,,5,XXV:286r
1202,1654,Undirected,643,,,1,XXV:278r
1438,1578,Undirected,644,,,6,XXV:294r
1438,1654,Undirected,645,,,1,XXV:278r
1578,1654,Undirected,646,,,1,XXV:278r
8,9,Undirected,647,,,3,XXV:261v
8,130,Undirected,648,,,3,XXV:270r
8,292,Undirected,649,,,2,XXV:270v
8,587,Undirected,650,,,1,XXV:278v
8,1202,Undirected,651,,,1,XXV:278v
8,1438,Undirected,652,,,1,XXV:278v
8,1717,Undirected,653,,,1,XXV:278v
8,1736,Undirected,654,,,2,XXV:293v
9,292,Undirected,656,,,2,XXV:270v
9,587,Undirected,657,,,1,XXV:278v
9,1717,Undirected,660,,,1,XXV:278v
9,1736,Undirected,661,,,1,XXV:278v
130,292,Undirected,662,,,1,XXV:278v
130,587,Undirected,663,,,1,XXV:278v
130,1717,Undirected,666,,,1,XXV:278v
130,1736,Undirected,667,,,4,XXV:277v
292,587,Undirected,668,,,1,XXV:278v
292,1202,Undirected,669,,,2,XXVI:27v
292,1438,Undirected,670,,,2,XXV:294r
292,1717,Undirected,671,,,1,XXV:278v
292,1736,Undirected,672,,,2,XXV:294r
587,1202,Undirected,673,,,1,XXV:278v
587,1438,Undirected,674,,,1,XXV:278v
587,1717,Undirected,675,,,1,XXV:278v
587,1736,Undirected,676,,,1,XXV:278v
1202,1717,Undirected,678,,,1,XXV:278v
1202,1736,Undirected,679,,,4,XXV:283r
1438,1717,Undirected,680,,,1,XXV:278v
1438,1736,Undirected,681,,,5,XXV:283r
1717,1736,Undirected,682,,,1,XXV:278v
490,691,Undirected,683,,,1,XXV:21r
490,1146,Undirected,684,,,1,XXV:21r
691,1146,Undirected,685,,,1,XXV:21r
490,596,Undirected,686,,,5,XXV:23r
219,971,Undirected,688,,,3,XXVI:55v
618,971,Undirected,690,,,4,XXV:141v
971,992,Undirected,692,,,1,XXVI:70v
156,334,Undirected,693,,,3,XXV:156v
156,1292,Undirected,694,,,3,XXV:156v
156,1642,Undirected,695,,,1,XXV:157v
156,1732,Undirected,696,,,2,XXV:156v
334,1292,Undirected,697,,,5,XXV:156v
334,1642,Undirected,698,,,1,XXV:157v
334,1732,Undirected,699,,,11,XXV:87v
1292,1642,Undirected,700,,,1,XXV:157v
1292,1732,Undirected,701,,,4,XXV:156r
1642,1732,Undirected,702,,,1,XXV:157v
156,851,Undirected,704,,,2,XXV:156v
334,851,Undirected,706,,,2,XXV:156v
851,1292,Undirected,708,,,2,XXV:156v
1250,1622,Undirected,709,,,3,XXV:148r
1250,1629,Undirected,710,,,2,XXV:148r
1622,1629,Undirected,711,,,2,XXV:148r
737,1206,Undirected,712,,,1,XXV:147r
737,1212,Undirected,713,,,2,XXV:146v
737,1250,Undirected,714,,,1,XXV:147r
1206,1212,Undirected,715,,,1,XXV:147r
1206,1250,Undirected,716,,,2,XXV:148v
1212,1250,Undirected,717,,,1,XXV:147r
163,321,Undirected,718,,,1,XXVI:11r
163,612,Undirected,719,,,1,XXVI:11r
163,914,Undirected,720,,,1,XXVI:11r
163,1135,Undirected,721,,,1,XXVI:11r
163,1302,Undirected,722,,,1,XXVI:11r
163,1535,Undirected,723,,,1,XXVI:11r
163,1596,Undirected,724,,,1,XXVI:11r
321,612,Undirected,725,,,1,XXVI:11r
321,914,Undirected,726,,,1,XXVI:11r
321,1135,Undirected,727,,,1,XXVI:11r
321,1302,Undirected,728,,,1,XXVI:11r
321,1535,Undirected,729,,,1,XXVI:11r
321,1596,Undirected,730,,,1,XXVI:11r
612,914,Undirected,731,,,1,XXVI:11r
612,1135,Undirected,732,,,1,XXVI:11r
612,1302,Undirected,733,,,1,XXVI:11r
612,1535,Undirected,734,,,1,XXVI:11r
612,1596,Undirected,735,,,1,XXVI:11r
914,1135,Undirected,736,,,1,XXVI:11r
914,1302,Undirected,737,,,1,XXVI:11r
914,1535,Undirected,738,,,1,XXVI:11r
914,1596,Undirected,739,,,1,XXVI:11r
1135,1302,Undirected,740,,,1,XXVI:11r
1135,1535,Undirected,741,,,1,XXVI:11r
1135,1596,Undirected,742,,,1,XXVI:11r
1302,1535,Undirected,743,,,1,XXVI:11r
1302,1596,Undirected,744,,,1,XXVI:11r
1535,1596,Undirected,745,,,1,XXVI:11r
568,810,Undirected,746,,,1,XXV:325v
568,942,Undirected,747,,,1,XXV:325v
568,1063,Undirected,748,,,2,XXV:326r
568,1494,Undirected,749,,,1,XXV:325v
568,1669,Undirected,750,,,1,XXV:325v
810,942,Undirected,751,,,1,XXV:325v
810,1063,Undirected,752,,,1,XXV:325v
810,1494,Undirected,753,,,1,XXV:325v
810,1669,Undirected,754,,,1,XXV:325v
942,1063,Undirected,755,,,1,XXV:325v
942,1494,Undirected,756,,,1,XXV:325v
942,1669,Undirected,757,,,1,XXV:325v
1063,1494,Undirected,758,,,1,XXV:325v
1063,1669,Undirected,759,,,1,XXV:325v
1494,1669,Undirected,760,,,1,XXV:325v
39,104,Undirected,761,,,1,XXV:265r
39,321,Undirected,762,,,1,XXV:265r
39,533,Undirected,763,,,1,XXV:265r
39,660,Undirected,764,,,1,XXV:265r
39,1033,Undirected,765,,,1,XXV:265r
104,321,Undirected,766,,,1,XXV:265r
104,533,Undirected,767,,,1,XXV:265r
104,660,Undirected,768,,,1,XXV:265r
104,1033,Undirected,769,,,7,XXV:264r
321,533,Undirected,770,,,1,XXV:265r
321,660,Undirected,771,,,1,XXV:265r
321,1033,Undirected,772,,,3,XXV:270v
533,660,Undirected,773,,,1,XXV:265r
533,1033,Undirected,774,,,5,XXV:261r
660,1033,Undirected,775,,,1,XXV:265r
99,412,Undirected,776,,,1,XXV:325r
99,1265,Undirected,778,,,2,XXV:311v
99,1339,Undirected,779,,,1,XXV:325r
412,683,Undirected,780,,,1,XXV:325r
412,1265,Undirected,781,,,1,XXV:325r
412,1339,Undirected,782,,,1,XXV:325r
683,1265,Undirected,783,,,1,XXV:325r
683,1339,Undirected,784,,,1,XXV:325r
1265,1339,Undirected,785,,,1,XXV:325r
343,1209,Undirected,786,,,1,XXV:230r
343,1377,Undirected,787,,,1,XXV:230r
1209,1377,Undirected,788,,,1,XXV:230r
846,1305,Undirected,789,,,1,XXV:271v
846,1323,Undirected,790,,,2,XXV:273v
846,1523,Undirected,791,,,2,XXV:273v
1305,1323,Undirected,792,,,3,XXV:274v
1305,1523,Undirected,793,,,1,XXV:271v
1323,1523,Undirected,794,,,3,XXV:273v
290,1218,Undirected,795,,,1,XXV:92v
290,1440,Undirected,797,,,4,XXV:90v
1218,1256,Undirected,798,,,2,XXV:93r
1218,1440,Undirected,799,,,1,XXV:92v
1256,1440,Undirected,800,,,4,XXV:90v
7,321,Undirected,802,,,1,XXV:271r
7,1033,Undirected,803,,,8,XXV:253v
7,1725,Undirected,804,,,2,XXV:270r
130,321,Undirected,805,,,2,XXV:291v
130,1033,Undirected,806,,,5,XXV:269r
130,1725,Undirected,807,,,4,XXV:270r
321,1725,Undirected,809,,,1,XXV:271r
1033,1725,Undirected,810,,,4,XXV:264r
334,375,Undirected,814,,,1,XXV:84r
334,429,Undirected,815,,,13,XXV:87v
334,710,Undirected,816,,,1,XXV:84r
375,429,Undirected,817,,,1,XXV:84r
375,710,Undirected,818,,,1,XXV:84r
429,710,Undirected,819,,,1,XXV:84r
104,1438,Undirected,821,,,1,XXV:249v
104,1578,Undirected,822,,,4,XXV:264v
1033,1438,Undirected,823,,,2,XXVI:3v
1033,1578,Undirected,824,,,4,XXV:253v
290,429,Undirected,826,,,2,XXV:82r
290,1732,Undirected,827,,,13,XXV:80v
429,1732,Undirected,828,,,7,XXV:87v
133,242,Undirected,832,,,1,XXV:37v
133,623,Undirected,833,,,1,XXV:37v
133,1115,Undirected,834,,,1,XXV:37v
133,1702,Undirected,835,,,1,XXV:37v
242,623,Undirected,836,,,1,XXV:37v
242,1115,Undirected,837,,,1,XXV:37v
242,1702,Undirected,838,,,1,XXV:37v
623,1115,Undirected,839,,,1,XXV:37v
623,1702,Undirected,840,,,1,XXV:37v
1115,1702,Undirected,841,,,3,XXV:36v
891,1105,Undirected,842,,,1,XXV:37r
891,1115,Undirected,843,,,1,XXV:37r
891,1702,Undirected,844,,,1,XXV:37r
1105,1115,Undirected,845,,,1,XXV:37r
1105,1702,Undirected,846,,,1,XXV:37r
480,654,Undirected,848,,,1,XXVI:63v
480,936,Undirected,849,,,4,XXVI:67r
480,1158,Undirected,850,,,2,XXVI:64v
654,936,Undirected,851,,,1,XXVI:63v
654,1158,Undirected,852,,,1,XXVI:63v
936,1158,Undirected,853,,,3,XXVI:64v
343,576,Undirected,854,,,4,XXV:241r
343,740,Undirected,855,,,5,XXV:232r
343,807,Undirected,856,,,5,XXV:241r
576,740,Undirected,857,,,3,XXV:240v
576,807,Undirected,858,,,3,XXV:241r
740,807,Undirected,859,,,4,XXV:232r
86,302,Undirected,860,,,2,XXV:58r
86,303,Undirected,861,,,1,XXV:57v
86,693,Undirected,862,,,1,XXV:57v
86,695,Undirected,863,,,1,XXV:57v
86,1087,Undirected,864,,,1,XXV:57v
86,1497,Undirected,865,,,1,XXV:57v
302,303,Undirected,866,,,1,XXV:57v
302,693,Undirected,867,,,1,XXV:57v
302,695,Undirected,868,,,1,XXV:57v
302,1087,Undirected,869,,,1,XXV:57v
302,1497,Undirected,870,,,1,XXV:57v
303,693,Undirected,871,,,1,XXV:57v
303,695,Undirected,872,,,1,XXV:57v
303,1087,Undirected,873,,,1,XXV:57v
303,1497,Undirected,874,,,1,XXV:57v
693,695,Undirected,875,,,1,XXV:57v
693,1087,Undirected,876,,,1,XXV:57v
693,1497,Undirected,877,,,1,XXV:57v
695,1087,Undirected,878,,,1,XXV:57v
695,1497,Undirected,879,,,1,XXV:57v
1087,1497,Undirected,880,,,1,XXV:57v
89,108,Undirected,881,,,1,XXVI:18r
89,257,Undirected,882,,,1,XXVI:18r
89,879,Undirected,883,,,8,XXVI:33v
89,1348,Undirected,884,,,4,XXVI:17v
89,1400,Undirected,885,,,1,XXVI:18r
108,257,Undirected,887,,,1,XXVI:18r
108,879,Undirected,888,,,1,XXVI:18r
108,1348,Undirected,889,,,1,XXVI:18r
108,1400,Undirected,890,,,1,XXVI:18r
108,1735,Undirected,891,,,1,XXVI:18r
257,879,Undirected,892,,,1,XXVI:18r
257,1348,Undirected,893,,,1,XXVI:18r
257,1400,Undirected,894,,,1,XXVI:18r
257,1735,Undirected,895,,,1,XXVI:18r
879,1348,Undirected,896,,,5,XXVI:17v
879,1400,Undirected,897,,,1,XXVI:18r
879,1735,Undirected,898,,,12,XXVI:33v
1348,1400,Undirected,899,,,1,XXVI:18r
1348,1735,Undirected,900,,,19,XXVI:14r
1400,1735,Undirected,901,,,1,XXVI:18r
343,742,Undirected,904,,,5,XXV:235v
343,863,Undirected,905,,,5,XXV:241r
576,742,Undirected,907,,,1,XXV:239v
576,863,Undirected,908,,,2,XXV:241r
740,742,Undirected,909,,,3,XXV:232r
740,863,Undirected,910,,,3,XXV:232r
742,863,Undirected,911,,,3,XXV:232r
53,86,Undirected,912,,,3,XXV:55(bis)v
53,645,Undirected,913,,,1,XXV:57r
53,835,Undirected,914,,,1,XXV:57r
53,1396,Undirected,915,,,3,XXV:55(bis)v
86,645,Undirected,916,,,3,XXV:58v
86,835,Undirected,917,,,1,XXV:57r
86,1396,Undirected,918,,,9,XXV:55(bis)r
645,835,Undirected,919,,,1,XXV:57r
645,1396,Undirected,920,,,2,XXV:58r
835,1396,Undirected,921,,,1,XXV:57r
89,353,Undirected,922,,,1,XXVI:18v
89,747,Undirected,924,,,3,XXVI:33v
89,1086,Undirected,926,,,1,XXVI:18v
89,1167,Undirected,927,,,1,XXVI:18v
89,1432,Undirected,928,,,2,XXVI:36v
89,1734,Undirected,929,,,1,XXVI:18v
353,744,Undirected,931,,,1,XXVI:18v
353,747,Undirected,932,,,1,XXVI:18v
353,1077,Undirected,933,,,1,XXVI:18v
353,1086,Undirected,934,,,1,XXVI:18v
353,1167,Undirected,935,,,1,XXVI:18v
353,1432,Undirected,936,,,1,XXVI:18v
353,1734,Undirected,937,,,1,XXVI:18v
353,1735,Undirected,938,,,1,XXVI:18v
744,747,Undirected,939,,,2,XXVI:33v
744,1086,Undirected,941,,,1,XXVI:18v
744,1167,Undirected,942,,,1,XXVI:18v
744,1432,Undirected,943,,,1,XXVI:18v
744,1734,Undirected,944,,,1,XXVI:18v
747,1077,Undirected,946,,,3,XXVI:33v
747,1086,Undirected,947,,,1,XXVI:18v
747,1167,Undirected,948,,,1,XXVI:18v
747,1432,Undirected,949,,,1,XXVI:18v
747,1734,Undirected,950,,,1,XXVI:18v
747,1735,Undirected,951,,,6,XXVI:33r
1077,1086,Undirected,952,,,1,XXVI:18v
1077,1167,Undirected,953,,,1,XXVI:18v
1077,1432,Undirected,954,,,1,XXVI:18v
1077,1734,Undirected,955,,,1,XXVI:18v
1086,1167,Undirected,957,,,1,XXVI:18v
1086,1432,Undirected,958,,,2,XXVI:20r
1086,1734,Undirected,959,,,1,XXVI:18v
1086,1735,Undirected,960,,,2,XXVI:20r
1167,1432,Undirected,961,,,1,XXVI:18v
1167,1734,Undirected,962,,,1,XXVI:18v
1167,1735,Undirected,963,,,1,XXVI:18v
1432,1734,Undirected,964,,,1,XXVI:18v
1432,1735,Undirected,965,,,5,XXVI:20v
1734,1735,Undirected,966,,,1,XXVI:18v
536,548,Undirected,967,,,5,XXV:48r
536,591,Undirected,968,,,7,XXV:49v
536,964,Undirected,969,,,6,XXV:38r
536,1133,Undirected,970,,,1,XXV:47v
548,591,Undirected,972,,,2,XXV:48r
548,964,Undirected,973,,,3,XXV:48r
548,1133,Undirected,974,,,1,XXV:47v
548,1144,Undirected,975,,,3,XXV:48r
591,964,Undirected,976,,,5,XXV:46r
591,1133,Undirected,977,,,1,XXV:47v
591,1144,Undirected,978,,,10,XXV:72v
964,1133,Undirected,979,,,1,XXV:47v
964,1144,Undirected,980,,,4,XXV:46r
341,359,Undirected,982,,,3,XXV:200r
341,1532,Undirected,983,,,1,XXV:201r
359,1532,Undirected,984,,,1,XXV:201r
26,359,Undirected,986,,,1,XXV:201v
343,758,Undirected,987,,,3,XXV:235v
343,779,Undirected,988,,,2,XXV:236v
343,792,Undirected,989,,,5,XXV:234v
343,1491,Undirected,991,,,4,XXV:232r
343,1640,Undirected,992,,,3,XXV:235v
343,1641,Undirected,993,,,3,XXV:235v
758,779,Undirected,994,,,2,XXV:236v
758,792,Undirected,995,,,2,XXV:236v
758,863,Undirected,996,,,1,XXV:240r
758,1491,Undirected,997,,,1,XXV:240r
758,1640,Undirected,998,,,3,XXV:235v
758,1641,Undirected,999,,,3,XXV:235v
779,792,Undirected,1000,,,2,XXV:236v
779,863,Undirected,1001,,,1,XXV:240r
779,1491,Undirected,1002,,,1,XXV:240r
779,1640,Undirected,1003,,,2,XXV:236v
779,1641,Undirected,1004,,,2,XXV:236v
792,863,Undirected,1005,,,3,XXV:232r
792,1491,Undirected,1006,,,3,XXV:232r
792,1640,Undirected,1007,,,2,XXV:236v
792,1641,Undirected,1008,,,2,XXV:236v
863,1491,Undirected,1009,,,3,XXV:232r
863,1640,Undirected,1010,,,1,XXV:240r
863,1641,Undirected,1011,,,1,XXV:240r
1491,1640,Undirected,1012,,,1,XXV:240r
1491,1641,Undirected,1013,,,1,XXV:240r
1640,1641,Undirected,1014,,,3,XXV:235v
690,716,Undirected,1015,,,1,XXV:215r
690,730,Undirected,1016,,,1,XXV:215r
690,1623,Undirected,1018,,,1,XXV:215r
716,730,Undirected,1019,,,1,XXV:215r
716,1201,Undirected,1020,,,1,XXV:215r
716,1623,Undirected,1021,,,1,XXV:215r
730,1201,Undirected,1022,,,1,XXV:215r
730,1623,Undirected,1023,,,1,XXV:215r
1201,1623,Undirected,1024,,,1,XXV:215r
187,320,Undirected,1031,,,1,XXV:215v
187,690,Undirected,1032,,,1,XXV:215v
187,1032,Undirected,1033,,,1,XXV:215v
187,1201,Undirected,1034,,,1,XXV:215v
320,690,Undirected,1035,,,1,XXV:215v
320,1032,Undirected,1036,,,4,XXV:216v
320,1201,Undirected,1037,,,1,XXV:215v
690,1032,Undirected,1038,,,1,XXV:215v
1032,1201,Undirected,1040,,,1,XXV:215v
44,52,Undirected,1041,,,1,XXVI:34v
44,220,Undirected,1042,,,2,XXVI:13r
44,354,Undirected,1043,,,2,XXVI:13r
44,1110,Undirected,1044,,,1,XXVI:34v
44,1278,Undirected,1045,,,4,XXVI:13r
44,1368,Undirected,1046,,,1,XXVI:34v
44,1401,Undirected,1047,,,1,XXVI:34v
44,1404,Undirected,1048,,,2,XXVI:13r
44,1466,Undirected,1049,,,1,XXVI:34v
44,1653,Undirected,1050,,,3,XXVI:24v
44,1735,Undirected,1051,,,5,XXVI:13r
52,220,Undirected,1052,,,2,XXVI:41v
52,354,Undirected,1053,,,2,XXVI:41v
52,1110,Undirected,1054,,,1,XXVI:34v
52,1278,Undirected,1055,,,1,XXVI:34v
52,1368,Undirected,1056,,,1,XXVI:34v
52,1401,Undirected,1057,,,1,XXVI:34v
52,1404,Undirected,1058,,,2,XXVI:41v
52,1466,Undirected,1059,,,1,XXVI:34v
52,1653,Undirected,1060,,,1,XXVI:34v
52,1735,Undirected,1061,,,2,XXVI:41v
220,354,Undirected,1062,,,4,XXVI:41v
220,1110,Undirected,1063,,,1,XXVI:34v
220,1278,Undirected,1064,,,2,XXVI:13r
220,1368,Undirected,1065,,,1,XXVI:34v
220,1401,Undirected,1066,,,1,XXVI:34v
220,1404,Undirected,1067,,,5,XXVI:14r
220,1466,Undirected,1068,,,1,XXVI:34v
220,1653,Undirected,1069,,,1,XXVI:34v
220,1735,Undirected,1070,,,6,XXVI:14r
354,1110,Undirected,1071,,,1,XXVI:34v
354,1278,Undirected,1072,,,3,XXVI:13r
354,1368,Undirected,1073,,,1,XXVI:34v
354,1401,Undirected,1074,,,1,XXVI:34v
354,1404,Undirected,1075,,,5,XXVI:41v
354,1466,Undirected,1076,,,1,XXVI:34v
354,1653,Undirected,1077,,,1,XXVI:34v
354,1735,Undirected,1078,,,11,XXVI:41v
1110,1278,Undirected,1079,,,1,XXVI:34v
1110,1368,Undirected,1080,,,1,XXVI:34v
1110,1401,Undirected,1081,,,1,XXVI:34v
1110,1404,Undirected,1082,,,1,XXVI:34v
1110,1466,Undirected,1083,,,1,XXVI:34v
1110,1653,Undirected,1084,,,1,XXVI:34v
1110,1735,Undirected,1085,,,1,XXVI:34v
1278,1368,Undirected,1086,,,1,XXVI:34v
1278,1401,Undirected,1087,,,2,XXVI:39r
1278,1404,Undirected,1088,,,3,XXVI:13r
1278,1466,Undirected,1089,,,2,XXVI:39r
1278,1653,Undirected,1090,,,3,XXVI:24v
1278,1735,Undirected,1091,,,6,XXVI:13r
1368,1401,Undirected,1092,,,1,XXVI:34v
1368,1404,Undirected,1093,,,1,XXVI:34v
1368,1466,Undirected,1094,,,1,XXVI:34v
1368,1653,Undirected,1095,,,1,XXVI:34v
1368,1735,Undirected,1096,,,1,XXVI:34v
1401,1404,Undirected,1097,,,2,XXVI:40v
1401,1466,Undirected,1098,,,3,XXVI:39r
1401,1653,Undirected,1099,,,1,XXVI:34v
1401,1735,Undirected,1100,,,6,XXVI:36r
1404,1466,Undirected,1101,,,2,XXVI:40v
1404,1653,Undirected,1102,,,1,XXVI:34v
1404,1735,Undirected,1103,,,10,XXVI:14r
1466,1653,Undirected,1104,,,1,XXVI:34v
1466,1735,Undirected,1105,,,4,XXVI:39r
1653,1735,Undirected,1106,,,3,XXVI:24v
28,71,Undirected,1107,,,1,XXV:7r
28,871,Undirected,1108,,,1,XXV:7r
28,1089,Undirected,1109,,,2,XXV:6r
28,1549,Undirected,1110,,,1,XXV:7r
28,1662,Undirected,1111,,,2,XXV:6r
71,871,Undirected,1112,,,1,XXV:7r
71,1089,Undirected,1113,,,2,XXV:8v
71,1549,Undirected,1114,,,1,XXV:7r
71,1662,Undirected,1115,,,2,XXV:8v
871,1089,Undirected,1116,,,2,XXV:6v
871,1549,Undirected,1117,,,2,XXV:6v
871,1662,Undirected,1118,,,2,XXV:6v
1089,1549,Undirected,1119,,,2,XXV:6v
1089,1662,Undirected,1120,,,6,XXV:8r
1549,1662,Undirected,1121,,,2,XXV:6v
44,504,Undirected,1122,,,2,XXVI:13r
44,535,Undirected,1123,,,1,XXVI:34r
44,964,Undirected,1124,,,2,XXVI:24v
44,1047,Undirected,1125,,,1,XXVI:34r
44,1446,Undirected,1127,,,1,XXVI:34r
44,1533,Undirected,1128,,,1,XXVI:34r
44,1557,Undirected,1129,,,4,XXVI:13r
44,1763,Undirected,1132,,,1,XXVI:34r
504,535,Undirected,1133,,,1,XXVI:34r
504,964,Undirected,1134,,,1,XXVI:34r
504,1047,Undirected,1135,,,3,XXVI:33v
504,1278,Undirected,1136,,,4,XXVI:13r
504,1446,Undirected,1137,,,2,XXVI:13v
504,1533,Undirected,1138,,,2,XXVI:13v
504,1557,Undirected,1139,,,3,XXVI:13r
504,1653,Undirected,1140,,,1,XXVI:34r
504,1735,Undirected,1141,,,7,XXVI:13r
504,1763,Undirected,1142,,,1,XXVI:34r
535,964,Undirected,1143,,,2,XXVI:31v
535,1047,Undirected,1144,,,3,XXVI:31v
535,1278,Undirected,1145,,,1,XXVI:34r
535,1446,Undirected,1146,,,1,XXVI:34r
535,1533,Undirected,1147,,,1,XXVI:34r
535,1557,Undirected,1148,,,1,XXVI:34r
535,1653,Undirected,1149,,,1,XXVI:34r
535,1735,Undirected,1150,,,3,XXVI:31v
535,1763,Undirected,1151,,,1,XXVI:34r
964,1047,Undirected,1152,,,2,XXVI:31v
964,1278,Undirected,1153,,,2,XXVI:24v
964,1446,Undirected,1154,,,1,XXVI:34r
964,1533,Undirected,1155,,,1,XXVI:34r
964,1557,Undirected,1156,,,2,XXVI:24v
964,1653,Undirected,1157,,,2,XXVI:24v
964,1735,Undirected,1158,,,11,XXVI:33r
964,1763,Undirected,1159,,,1,XXVI:34r
1047,1278,Undirected,1160,,,1,XXVI:34r
1047,1446,Undirected,1161,,,1,XXVI:34r
1047,1533,Undirected,1162,,,1,XXVI:34r
1047,1557,Undirected,1163,,,1,XXVI:34r
1047,1653,Undirected,1164,,,1,XXVI:34r
1047,1735,Undirected,1165,,,5,XXVI:33v
1047,1763,Undirected,1166,,,1,XXVI:34r
1278,1446,Undirected,1167,,,2,XXVI:13v
1278,1533,Undirected,1168,,,2,XXVI:13v
1278,1557,Undirected,1169,,,4,XXVI:13r
1278,1763,Undirected,1172,,,1,XXVI:34r
1446,1533,Undirected,1173,,,4,XXVI:41v
1446,1557,Undirected,1174,,,4,XXVI:41v
1446,1653,Undirected,1175,,,1,XXVI:34r
1446,1735,Undirected,1176,,,4,XXVI:41v
1446,1763,Undirected,1177,,,1,XXVI:34r
1533,1653,Undirected,1179,,,1,XXVI:34r
1533,1763,Undirected,1181,,,1,XXVI:34r
1557,1653,Undirected,1182,,,2,XXVI:24v
1557,1763,Undirected,1184,,,1,XXVI:34r
1653,1763,Undirected,1186,,,1,XXVI:34r
1735,1763,Undirected,1187,,,4,XXVI:26v
476,1088,Undirected,1188,,,5,XXV:8v
476,1089,Undirected,1189,,,2,XXV:8v
1088,1089,Undirected,1190,,,3,XXV:5v
1049,1211,Undirected,1191,,,1,XXV:291r
1049,1438,Undirected,1192,,,2,XXV:290v
1049,1602,Undirected,1193,,,2,XXV:290v
1049,1603,Undirected,1194,,,2,XXV:290v
1211,1438,Undirected,1195,,,3,XXVI:4v
1211,1602,Undirected,1196,,,1,XXV:291r
1211,1603,Undirected,1197,,,1,XXV:291r
1438,1602,Undirected,1198,,,2,XXV:290v
1438,1603,Undirected,1199,,,2,XXV:290v
1602,1603,Undirected,1200,,,2,XXV:290v
275,639,Undirected,1201,,,1,XXV:100r
275,1233,Undirected,1202,,,1,XXV:100r
275,1256,Undirected,1203,,,8,XXV:101v
275,1372,Undirected,1204,,,1,XXV:100r
639,1233,Undirected,1206,,,1,XXV:100r
639,1256,Undirected,1207,,,2,XXV:99v
639,1372,Undirected,1208,,,2,XXV:99v
639,1732,Undirected,1209,,,2,XXV:99v
1233,1256,Undirected,1210,,,2,XXV:100v
1233,1372,Undirected,1211,,,1,XXV:100r
1233,1732,Undirected,1212,,,1,XXV:100r
1256,1372,Undirected,1213,,,5,XXV:99v
1372,1732,Undirected,1215,,,2,XXV:99v
126,280,Undirected,1216,,,2,XXV:148r
126,756,Undirected,1217,,,2,XXV:148r
126,1206,Undirected,1218,,,1,XXV:148v
126,1250,Undirected,1219,,,2,XXV:148r
126,1622,Undirected,1220,,,2,XXV:148r
280,756,Undirected,1221,,,2,XXV:148r
280,1206,Undirected,1222,,,1,XXV:148v
280,1250,Undirected,1223,,,2,XXV:148r
280,1622,Undirected,1224,,,2,XXV:148r
756,1206,Undirected,1225,,,1,XXV:148v
756,1250,Undirected,1226,,,2,XXV:148r
756,1622,Undirected,1227,,,2,XXV:148r
1206,1622,Undirected,1229,,,1,XXV:148v
286,343,Undirected,1231,,,2,XXV:232r
286,740,Undirected,1232,,,2,XXV:232r
286,742,Undirected,1233,,,2,XXV:232r
286,759,Undirected,1234,,,2,XXV:232r
286,792,Undirected,1235,,,2,XXV:232r
286,807,Undirected,1236,,,2,XXV:232r
286,863,Undirected,1237,,,2,XXV:232r
286,1491,Undirected,1238,,,2,XXV:232r
740,759,Undirected,1247,,,2,XXV:232r
740,792,Undirected,1248,,,2,XXV:232r
740,1491,Undirected,1251,,,2,XXV:232r
742,759,Undirected,1252,,,2,XXV:232r
742,792,Undirected,1253,,,3,XXV:232r
742,807,Undirected,1254,,,2,XXV:232r
742,1491,Undirected,1256,,,2,XXV:232r
759,792,Undirected,1257,,,2,XXV:232r
759,807,Undirected,1258,,,2,XXV:232r
759,863,Undirected,1259,,,2,XXV:232r
759,1491,Undirected,1260,,,2,XXV:232r
792,807,Undirected,1261,,,2,XXV:232r
807,863,Undirected,1264,,,3,XXV:241r
807,1491,Undirected,1265,,,2,XXV:232r
1033,1238,Undirected,1267,,,3,XXV:253v
1033,1346,Undirected,1268,,,9,XXV:258v
1238,1346,Undirected,1269,,,2,XXV:253v
50,425,Undirected,1270,,,1,XXV:62v
50,477,Undirected,1271,,,1,XXV:62v
50,547,Undirected,1272,,,1,XXV:62v
50,694,Undirected,1273,,,1,XXV:62v
50,797,Undirected,1274,,,1,XXV:62v
50,805,Undirected,1275,,,1,XXV:62v
50,1055,Undirected,1276,,,1,XXV:62v
50,1357,Undirected,1277,,,2,XXV:62v
50,1388,Undirected,1279,,,1,XXV:62v
50,1575,Undirected,1280,,,1,XXV:62v
425,477,Undirected,1281,,,1,XXV:62v
425,547,Undirected,1282,,,1,XXV:62v
425,694,Undirected,1283,,,1,XXV:62v
425,797,Undirected,1284,,,1,XXV:62v
425,805,Undirected,1285,,,1,XXV:62v
425,1055,Undirected,1286,,,1,XXV:62v
425,1357,Undirected,1287,,,4,XXV:60v
425,1388,Undirected,1289,,,1,XXV:62v
425,1575,Undirected,1290,,,1,XXV:62v
477,547,Undirected,1291,,,1,XXV:62v
