Source,Target,Type,Id,Label,timeset,Weight,based_on_page
456,512,Undirected,7268,,,1,XXV:280r
456,532,Undirected,7269,,,1,XXV:280r
456,1202,Undirected,7270,,,1,XXV:280r
456,1311,Undirected,7271,,,1,XXV:280r
456,1438,Undirected,7272,,,1,XXV:280r
512,532,Undirected,7273,,,1,XXV:280r
512,1202,Undirected,7274,,,3,XXV:279r
512,1311,Undirected,7275,,,1,XXV:280r
512,1438,Undirected,7276,,,3,XXV:279r
532,1202,Undirected,7277,,,1,XXV:280r
532,1311,Undirected,7278,,,1,XXV:280r
532,1438,Undirected,7279,,,1,XXV:280r
570,1441,Undirected,7283,,,1,XXV:177v
1441,1713,Undirected,7285,,,1,XXV:177v
227,539,Undirected,7286,,,1,XXVI:59v
227,808,Undirected,7287,,,1,XXVI:59v
227,1191,Undirected,7288,,,1,XXVI:59v
539,1191,Undirected,7290,,,1,XXVI:59v
808,1191,Undirected,7291,,,1,XXVI:59v
60,752,Undirected,7292,,,2,XXV:19v
60,1195,Undirected,7293,,,1,XXV:19r
60,1309,Undirected,7294,,,1,XXV:19r
60,1590,Undirected,7296,,,4,XXV:18r
60,1645,Undirected,7297,,,1,XXV:19r
752,1195,Undirected,7298,,,1,XXV:19r
752,1309,Undirected,7299,,,1,XXV:19r
752,1358,Undirected,7300,,,1,XXV:19r
752,1590,Undirected,7301,,,1,XXV:19r
752,1645,Undirected,7302,,,1,XXV:19r
1195,1309,Undirected,7303,,,1,XXV:19r
1195,1358,Undirected,7304,,,1,XXV:19r
1195,1590,Undirected,7305,,,1,XXV:19r
1195,1645,Undirected,7306,,,1,XXV:19r
1309,1358,Undirected,7307,,,1,XXV:19r
1309,1590,Undirected,7308,,,1,XXV:19r
1309,1645,Undirected,7309,,,1,XXV:19r
1358,1590,Undirected,7310,,,4,XXV:18r
1358,1645,Undirected,7311,,,1,XXV:19r
1590,1645,Undirected,7312,,,1,XXV:19r
28,324,Undirected,7313,,,1,XXVI:59r
28,329,Undirected,7314,,,1,XXVI:59r
28,539,Undirected,7315,,,1,XXVI:59r
28,808,Undirected,7316,,,1,XXVI:59r
28,1091,Undirected,7317,,,1,XXVI:59r
974,1144,Undirected,7330,,,1,XXV:107r
974,1460,Undirected,7332,,,2,XXV:106v
1133,1460,Undirected,7335,,,2,XXV:106v
1144,1460,Undirected,7337,,,1,XXV:107r
1256,1460,Undirected,7338,,,2,XXV:106v
268,290,Undirected,7339,,,3,XXV:72v
268,895,Undirected,7340,,,1,XXV:107v
268,1078,Undirected,7341,,,1,XXV:107v
647,851,Undirected,7353,,,1,XXV:167r
647,1642,Undirected,7355,,,1,XXV:167r
851,1229,Undirected,7356,,,4,XXV:138r
525,1290,Undirected,7359,,,1,XXV:67r
275,1677,Undirected,7362,,,1,XXV:177r
540,1677,Undirected,7364,,,2,XXV:176v
1441,1677,Undirected,7365,,,2,XXV:176v
290,525,Undirected,7366,,,1,XXV:67v
525,1256,Undirected,7368,,,1,XXV:67v
71,250,Undirected,7369,,,2,XXV:185r
71,311,Undirected,7370,,,3,XXV:184v
71,721,Undirected,7371,,,2,XXV:185r
250,311,Undirected,7373,,,2,XXV:185r
250,721,Undirected,7374,,,2,XXV:185r
250,1013,Undirected,7375,,,2,XXV:185r
311,721,Undirected,7376,,,2,XXV:185r
311,1013,Undirected,7377,,,3,XXV:184v
721,1013,Undirected,7378,,,2,XXV:185r
250,1472,Undirected,7387,,,1,XXV:185r
311,1472,Undirected,7390,,,1,XXV:185r
721,1472,Undirected,7392,,,1,XXV:185r
1013,1472,Undirected,7393,,,1,XXV:185r
321,706,Undirected,7394,,,2,XXVI:6v
321,708,Undirected,7395,,,2,XXVI:6v
321,1685,Undirected,7397,,,1,XXVI:5v
706,708,Undirected,7398,,,2,XXVI:6v
706,746,Undirected,7399,,,1,XXVI:5v
706,1685,Undirected,7400,,,1,XXVI:5v
708,746,Undirected,7401,,,1,XXVI:5v
708,1685,Undirected,7402,,,1,XXVI:5v
746,1685,Undirected,7403,,,1,XXVI:5v
166,683,Undirected,7404,,,2,XXV:315r
149,354,Undirected,7405,,,1,XXVI:26v
149,965,Undirected,7406,,,1,XXVI:26v
149,991,Undirected,7407,,,1,XXVI:26v
149,1140,Undirected,7408,,,1,XXVI:26v
149,1267,Undirected,7409,,,1,XXVI:26v
149,1288,Undirected,7410,,,1,XXVI:26v
149,1348,Undirected,7411,,,1,XXVI:26v
149,1720,Undirected,7412,,,1,XXVI:26v
149,1735,Undirected,7413,,,1,XXVI:26v
149,1763,Undirected,7414,,,1,XXVI:26v
354,965,Undirected,7415,,,3,XXVI:13r
354,991,Undirected,7416,,,1,XXVI:26v
354,1140,Undirected,7417,,,2,XXVI:13v
354,1267,Undirected,7418,,,2,XXVI:13r
354,1288,Undirected,7419,,,1,XXVI:26v
354,1720,Undirected,7421,,,1,XXVI:26v
965,991,Undirected,7424,,,1,XXVI:26v
965,1288,Undirected,7427,,,1,XXVI:26v
965,1348,Undirected,7428,,,3,XXVI:13r
965,1720,Undirected,7429,,,1,XXVI:26v
965,1763,Undirected,7431,,,1,XXVI:26v
991,1140,Undirected,7432,,,1,XXVI:26v
991,1267,Undirected,7433,,,1,XXVI:26v
991,1288,Undirected,7434,,,1,XXVI:26v
991,1348,Undirected,7435,,,1,XXVI:26v
991,1720,Undirected,7436,,,1,XXVI:26v
991,1763,Undirected,7438,,,1,XXVI:26v
1140,1288,Undirected,7440,,,1,XXVI:26v
1140,1348,Undirected,7441,,,2,XXVI:13v
1140,1720,Undirected,7442,,,1,XXVI:26v
1140,1763,Undirected,7444,,,1,XXVI:26v
1267,1288,Undirected,7445,,,1,XXVI:26v
1267,1348,Undirected,7446,,,2,XXVI:13r
1267,1720,Undirected,7447,,,1,XXVI:26v
1267,1763,Undirected,7449,,,1,XXVI:26v
1288,1348,Undirected,7450,,,1,XXVI:26v
1288,1720,Undirected,7451,,,1,XXVI:26v
1288,1735,Undirected,7452,,,1,XXVI:26v
1288,1763,Undirected,7453,,,1,XXVI:26v
1348,1720,Undirected,7454,,,1,XXVI:26v
1348,1763,Undirected,7456,,,1,XXVI:26v
1720,1735,Undirected,7457,,,1,XXVI:26v
1720,1763,Undirected,7458,,,1,XXVI:26v
166,618,Undirected,7460,,,1,XXV:315r
166,622,Undirected,7461,,,1,XXV:315r
166,644,Undirected,7462,,,1,XXV:315r
166,1056,Undirected,7464,,,1,XXV:315r
166,1114,Undirected,7465,,,1,XXV:315r
166,1507,Undirected,7466,,,2,XXV:316r
166,1509,Undirected,7467,,,1,XXV:315r
618,644,Undirected,7469,,,1,XXV:315r
618,1056,Undirected,7471,,,1,XXV:315r
618,1507,Undirected,7473,,,1,XXV:315r
622,644,Undirected,7475,,,1,XXV:315r
622,1056,Undirected,7477,,,1,XXV:315r
622,1507,Undirected,7479,,,1,XXV:315r
644,683,Undirected,7481,,,1,XXV:315r
644,1056,Undirected,7482,,,1,XXV:315r
644,1114,Undirected,7483,,,1,XXV:315r
644,1507,Undirected,7484,,,1,XXV:315r
644,1509,Undirected,7485,,,1,XXV:315r
683,1056,Undirected,7486,,,1,XXV:315r
683,1507,Undirected,7488,,,1,XXV:315r
1056,1114,Undirected,7490,,,1,XXV:315r
1056,1507,Undirected,7491,,,1,XXV:315r
1056,1509,Undirected,7492,,,1,XXV:315r
1114,1507,Undirected,7493,,,1,XXV:315r
1507,1509,Undirected,7495,,,1,XXV:315r
7,297,Undirected,7496,,,1,XXV:281v
7,918,Undirected,7498,,,1,XXV:281v
7,970,Undirected,7499,,,1,XXV:281v
7,1038,Undirected,7500,,,1,XXV:281v
7,1393,Undirected,7502,,,2,XXV:294r
297,545,Undirected,7506,,,1,XXV:281v
297,918,Undirected,7507,,,1,XXV:281v
297,970,Undirected,7508,,,1,XXV:281v
297,1038,Undirected,7509,,,1,XXV:281v
297,1202,Undirected,7510,,,1,XXV:281v
297,1393,Undirected,7511,,,1,XXV:281v
297,1438,Undirected,7512,,,1,XXV:281v
297,1578,Undirected,7513,,,1,XXV:281v
297,1606,Undirected,7514,,,1,XXV:281v
545,918,Undirected,7515,,,1,XXV:281v
545,970,Undirected,7516,,,1,XXV:281v
545,1038,Undirected,7517,,,1,XXV:281v
545,1393,Undirected,7519,,,1,XXV:281v
545,1606,Undirected,7522,,,1,XXV:281v
918,970,Undirected,7523,,,1,XXV:281v
918,1038,Undirected,7524,,,1,XXV:281v
918,1202,Undirected,7525,,,4,XXV:276v
918,1393,Undirected,7526,,,1,XXV:281v
918,1438,Undirected,7527,,,2,XXV:282r
918,1578,Undirected,7528,,,1,XXV:281v
918,1606,Undirected,7529,,,1,XXV:281v
970,1038,Undirected,7530,,,1,XXV:281v
970,1202,Undirected,7531,,,1,XXV:281v
970,1393,Undirected,7532,,,1,XXV:281v
970,1438,Undirected,7533,,,1,XXV:281v
970,1578,Undirected,7534,,,1,XXV:281v
970,1606,Undirected,7535,,,1,XXV:281v
1038,1202,Undirected,7536,,,1,XXV:281v
1038,1393,Undirected,7537,,,1,XXV:281v
1038,1438,Undirected,7538,,,1,XXV:281v
1038,1578,Undirected,7539,,,1,XXV:281v
1038,1606,Undirected,7540,,,1,XXV:281v
1393,1578,Undirected,7546,,,2,XXV:294r
1578,1606,Undirected,7550,,,2,XXV:294v
185,296,Undirected,7551,,,1,XXV:301v
185,364,Undirected,7552,,,1,XXV:301v
185,1007,Undirected,7553,,,1,XXV:301v
185,1017,Undirected,7554,,,1,XXV:301v
185,1224,Undirected,7555,,,1,XXV:301v
185,1345,Undirected,7556,,,1,XXV:301v
185,1500,Undirected,7557,,,1,XXV:301v
185,1546,Undirected,7558,,,1,XXV:301v
185,1572,Undirected,7559,,,1,XXV:301v
185,1695,Undirected,7560,,,1,XXV:301v
296,364,Undirected,7561,,,1,XXV:301v
296,1007,Undirected,7562,,,1,XXV:301v
296,1017,Undirected,7563,,,1,XXV:301v
296,1224,Undirected,7564,,,1,XXV:301v
296,1345,Undirected,7565,,,1,XXV:301v
296,1500,Undirected,7566,,,1,XXV:301v
296,1546,Undirected,7567,,,1,XXV:301v
296,1572,Undirected,7568,,,1,XXV:301v
296,1695,Undirected,7569,,,1,XXV:301v
364,1007,Undirected,7570,,,1,XXV:301v
364,1017,Undirected,7571,,,2,XXV:300r
364,1224,Undirected,7572,,,1,XXV:301v
364,1345,Undirected,7573,,,2,XXV:300r
364,1500,Undirected,7574,,,1,XXV:301v
364,1546,Undirected,7575,,,1,XXV:301v
364,1572,Undirected,7576,,,1,XXV:301v
364,1695,Undirected,7577,,,1,XXV:301v
1007,1017,Undirected,7578,,,1,XXV:301v
1007,1224,Undirected,7579,,,1,XXV:301v
1007,1345,Undirected,7580,,,1,XXV:301v
1007,1500,Undirected,7581,,,1,XXV:301v
1007,1546,Undirected,7582,,,1,XXV:301v
1007,1572,Undirected,7583,,,1,XXV:301v
1007,1695,Undirected,7584,,,1,XXV:301v
1017,1224,Undirected,7585,,,1,XXV:301v
1017,1345,Undirected,7586,,,2,XXV:300r
1017,1500,Undirected,7587,,,1,XXV:301v
1017,1546,Undirected,7588,,,1,XXV:301v
1017,1572,Undirected,7589,,,1,XXV:301v
1017,1695,Undirected,7590,,,1,XXV:301v
1224,1345,Undirected,7591,,,1,XXV:301v
1224,1500,Undirected,7592,,,1,XXV:301v
1224,1546,Undirected,7593,,,2,XXV:140r
1224,1572,Undirected,7594,,,1,XXV:301v
1224,1695,Undirected,7595,,,1,XXV:301v
1345,1500,Undirected,7596,,,1,XXV:301v
1345,1546,Undirected,7597,,,1,XXV:301v
1345,1572,Undirected,7598,,,1,XXV:301v
1345,1695,Undirected,7599,,,1,XXV:301v
1500,1546,Undirected,7600,,,1,XXV:301v
1500,1572,Undirected,7601,,,1,XXV:301v
1500,1695,Undirected,7602,,,1,XXV:301v
1546,1572,Undirected,7603,,,1,XXV:301v
1546,1695,Undirected,7604,,,1,XXV:301v
1572,1695,Undirected,7605,,,1,XXV:301v
204,995,Undirected,7607,,,2,XXVI:51r
204,1319,Undirected,7608,,,1,XXVI:50v
204,1320,Undirected,7609,,,1,XXVI:50v
788,995,Undirected,7610,,,3,XXVI:51r
788,1319,Undirected,7611,,,1,XXVI:50v
788,1320,Undirected,7612,,,1,XXVI:50v
995,1319,Undirected,7613,,,1,XXVI:50v
995,1320,Undirected,7614,,,1,XXVI:50v
1319,1320,Undirected,7615,,,1,XXVI:50v
290,327,Undirected,7616,,,2,XXV:76v
290,1315,Undirected,7619,,,1,XXV:77r
290,1447,Undirected,7621,,,1,XXV:77r
290,1449,Undirected,7622,,,1,XXV:77r
327,374,Undirected,7623,,,1,XXV:77r
327,974,Undirected,7624,,,1,XXV:77r
327,1315,Undirected,7625,,,1,XXV:77r
327,1429,Undirected,7626,,,1,XXV:77r
327,1447,Undirected,7627,,,1,XXV:77r
327,1449,Undirected,7628,,,1,XXV:77r
374,1315,Undirected,7630,,,1,XXV:77r
374,1447,Undirected,7632,,,1,XXV:77r
374,1449,Undirected,7633,,,1,XXV:77r
974,1315,Undirected,7634,,,1,XXV:77r
974,1447,Undirected,7636,,,1,XXV:77r
974,1449,Undirected,7637,,,1,XXV:77r
1315,1429,Undirected,7638,,,1,XXV:77r
1315,1447,Undirected,7639,,,1,XXV:77r
1315,1449,Undirected,7640,,,1,XXV:77r
1429,1447,Undirected,7641,,,1,XXV:77r
1429,1449,Undirected,7642,,,1,XXV:77r
1447,1449,Undirected,7643,,,1,XXV:77r
231,338,Undirected,7644,,,1,XXV:301r
231,377,Undirected,7645,,,1,XXV:301r
231,713,Undirected,7646,,,1,XXV:301r
231,868,Undirected,7647,,,1,XXV:301r
231,941,Undirected,7648,,,1,XXV:301r
231,949,Undirected,7649,,,1,XXV:301r
231,1123,Undirected,7650,,,1,XXV:301r
231,1326,Undirected,7651,,,1,XXV:301r
231,1494,Undirected,7652,,,1,XXV:301r
231,1546,Undirected,7653,,,1,XXV:301r
231,1666,Undirected,7654,,,1,XXV:301r
338,377,Undirected,7655,,,1,XXV:301r
338,713,Undirected,7656,,,1,XXV:301r
338,868,Undirected,7657,,,1,XXV:301r
338,941,Undirected,7658,,,1,XXV:301r
338,949,Undirected,7659,,,1,XXV:301r
338,1123,Undirected,7660,,,1,XXV:301r
338,1494,Undirected,7662,,,2,XXV:135r
338,1546,Undirected,7663,,,1,XXV:301r
338,1666,Undirected,7664,,,1,XXV:301r
377,713,Undirected,7665,,,1,XXV:301r
377,868,Undirected,7666,,,1,XXV:301r
377,941,Undirected,7667,,,1,XXV:301r
377,949,Undirected,7668,,,1,XXV:301r
377,1123,Undirected,7669,,,1,XXV:301r
377,1326,Undirected,7670,,,1,XXV:301r
377,1494,Undirected,7671,,,1,XXV:301r
377,1546,Undirected,7672,,,1,XXV:301r
377,1666,Undirected,7673,,,1,XXV:301r
713,868,Undirected,7674,,,1,XXV:301r
713,941,Undirected,7675,,,1,XXV:301r
713,949,Undirected,7676,,,1,XXV:301r
713,1123,Undirected,7677,,,1,XXV:301r
713,1326,Undirected,7678,,,1,XXV:301r
713,1494,Undirected,7679,,,1,XXV:301r
713,1546,Undirected,7680,,,1,XXV:301r
713,1666,Undirected,7681,,,1,XXV:301r
868,941,Undirected,7682,,,1,XXV:301r
868,949,Undirected,7683,,,1,XXV:301r
868,1123,Undirected,7684,,,1,XXV:301r
868,1326,Undirected,7685,,,1,XXV:301r
868,1494,Undirected,7686,,,1,XXV:301r
868,1546,Undirected,7687,,,1,XXV:301r
868,1666,Undirected,7688,,,1,XXV:301r
941,949,Undirected,7689,,,1,XXV:301r
941,1123,Undirected,7690,,,1,XXV:301r
941,1326,Undirected,7691,,,1,XXV:301r
941,1494,Undirected,7692,,,1,XXV:301r
941,1546,Undirected,7693,,,1,XXV:301r
941,1666,Undirected,7694,,,1,XXV:301r
949,1123,Undirected,7695,,,1,XXV:301r
949,1326,Undirected,7696,,,1,XXV:301r
949,1494,Undirected,7697,,,1,XXV:301r
949,1546,Undirected,7698,,,1,XXV:301r
949,1666,Undirected,7699,,,1,XXV:301r
1123,1326,Undirected,7700,,,1,XXV:301r
1123,1494,Undirected,7701,,,1,XXV:301r
1123,1546,Undirected,7702,,,1,XXV:301r
1123,1666,Undirected,7703,,,1,XXV:301r
1326,1494,Undirected,7704,,,2,XXV:135r
1326,1546,Undirected,7705,,,1,XXV:301r
1326,1666,Undirected,7706,,,1,XXV:301r
1494,1546,Undirected,7707,,,1,XXV:301r
1494,1666,Undirected,7708,,,1,XXV:301r
1546,1666,Undirected,7709,,,1,XXV:301r
244,362,Undirected,7710,,,1,XXV:295v
244,533,Undirected,7711,,,3,XXV:294r
244,849,Undirected,7713,,,1,XXV:295v
244,980,Undirected,7715,,,1,XXV:295v
244,1355,Undirected,7717,,,2,XXV:294v
244,1387,Undirected,7718,,,1,XXV:295v
244,1438,Undirected,7719,,,3,XXV:294r
244,1577,Undirected,7720,,,2,XXV:294v
362,533,Undirected,7725,,,1,XXV:295v
362,604,Undirected,7726,,,1,XXV:295v
362,849,Undirected,7727,,,1,XXV:295v
362,978,Undirected,7728,,,1,XXV:295v
362,980,Undirected,7729,,,1,XXV:295v
362,1048,Undirected,7730,,,1,XXV:295v
362,1355,Undirected,7731,,,1,XXV:295v
362,1387,Undirected,7732,,,1,XXV:295v
362,1438,Undirected,7733,,,1,XXV:295v
362,1577,Undirected,7734,,,1,XXV:295v
362,1583,Undirected,7735,,,1,XXV:295v
362,1606,Undirected,7736,,,1,XXV:295v
362,1667,Undirected,7737,,,1,XXV:295v
362,1725,Undirected,7738,,,1,XXV:295v
533,604,Undirected,7739,,,1,XXV:295v
533,978,Undirected,7741,,,1,XXV:295v
533,980,Undirected,7742,,,1,XXV:295v
533,1355,Undirected,7744,,,1,XXV:295v
533,1387,Undirected,7745,,,1,XXV:295v
533,1577,Undirected,7747,,,2,XXV:261r
533,1583,Undirected,7748,,,1,XXV:295v
533,1667,Undirected,7750,,,1,XXV:295v
604,849,Undirected,7752,,,1,XXV:295v
604,980,Undirected,7754,,,1,XXV:295v
604,1355,Undirected,7756,,,1,XXV:295v
604,1387,Undirected,7757,,,1,XXV:295v
604,1438,Undirected,7758,,,1,XXV:295v
604,1577,Undirected,7759,,,1,XXV:295v
604,1583,Undirected,7760,,,1,XXV:295v
604,1606,Undirected,7761,,,1,XXV:295v
604,1725,Undirected,7763,,,1,XXV:295v
849,978,Undirected,7764,,,1,XXV:295v
849,980,Undirected,7765,,,1,XXV:295v
849,1355,Undirected,7767,,,1,XXV:295v
849,1387,Undirected,7768,,,1,XXV:295v
849,1577,Undirected,7770,,,1,XXV:295v
849,1583,Undirected,7771,,,1,XXV:295v
849,1667,Undirected,7773,,,1,XXV:295v
849,1725,Undirected,7774,,,1,XXV:295v
978,1355,Undirected,7777,,,1,XXV:295v
978,1387,Undirected,7778,,,1,XXV:295v
978,1438,Undirected,7779,,,1,XXV:295v
978,1577,Undirected,7780,,,1,XXV:295v
978,1583,Undirected,7781,,,1,XXV:295v
978,1606,Undirected,7782,,,1,XXV:295v
978,1725,Undirected,7784,,,1,XXV:295v
980,1355,Undirected,7786,,,1,XXV:295v
980,1387,Undirected,7787,,,1,XXV:295v
980,1438,Undirected,7788,,,1,XXV:295v
980,1577,Undirected,7789,,,1,XXV:295v
980,1583,Undirected,7790,,,1,XXV:295v
980,1606,Undirected,7791,,,1,XXV:295v
980,1725,Undirected,7793,,,1,XXV:295v
1048,1387,Undirected,7795,,,1,XXV:295v
1048,1577,Undirected,7797,,,1,XXV:295v
1048,1583,Undirected,7798,,,1,XXV:295v
1048,1725,Undirected,7801,,,1,XXV:295v
1355,1387,Undirected,7802,,,1,XXV:295v
1355,1438,Undirected,7803,,,1,XXV:295v
1355,1577,Undirected,7804,,,3,XXV:261v
1355,1583,Undirected,7805,,,2,XXV:294v
1355,1606,Undirected,7806,,,3,XXV:261v
1355,1667,Undirected,7807,,,1,XXV:295v
1355,1725,Undirected,7808,,,2,XXV:294v
1387,1438,Undirected,7809,,,1,XXV:295v
1387,1577,Undirected,7810,,,1,XXV:295v
1387,1583,Undirected,7811,,,1,XXV:295v
1387,1606,Undirected,7812,,,1,XXV:295v
1387,1667,Undirected,7813,,,1,XXV:295v
1387,1725,Undirected,7814,,,1,XXV:295v
1438,1577,Undirected,7815,,,1,XXV:295v
1438,1667,Undirected,7818,,,1,XXV:295v
1438,1725,Undirected,7819,,,1,XXV:295v
1577,1583,Undirected,7820,,,2,XXV:294v
1577,1606,Undirected,7821,,,3,XXV:261v
1577,1667,Undirected,7822,,,1,XXV:295v
1577,1725,Undirected,7823,,,2,XXV:294v
1583,1667,Undirected,7825,,,1,XXV:295v
1583,1725,Undirected,7826,,,2,XXV:294v
1606,1667,Undirected,7827,,,1,XXV:295v
1606,1725,Undirected,7828,,,2,XXV:294v
1667,1725,Undirected,7829,,,2,XXV:264r
43,192,Undirected,7830,,,2,XXVI:13r
43,241,Undirected,7831,,,2,XXVI:13r
43,354,Undirected,7832,,,2,XXVI:13r
43,504,Undirected,7833,,,2,XXVI:13r
43,506,Undirected,7834,,,2,XXVI:37r
43,965,Undirected,7835,,,2,XXVI:13r
43,1140,Undirected,7836,,,2,XXVI:37r
43,1200,Undirected,7837,,,2,XXVI:37r
43,1278,Undirected,7838,,,2,XXVI:13r
43,1348,Undirected,7839,,,2,XXVI:13r
43,1386,Undirected,7840,,,2,XXVI:13r
43,1404,Undirected,7841,,,2,XXVI:13r
43,1446,Undirected,7842,,,1,XXVI:13v
43,1490,Undirected,7843,,,3,XXVI:13r
43,1533,Undirected,7844,,,1,XXVI:13v
43,1557,Undirected,7845,,,3,XXVI:13r
43,1565,Undirected,7846,,,2,XXVI:13r
43,1735,Undirected,7847,,,3,XXVI:13r
192,241,Undirected,7848,,,2,XXVI:13r
192,354,Undirected,7849,,,2,XXVI:13r
192,504,Undirected,7850,,,2,XXVI:13r
192,506,Undirected,7851,,,1,XXVI:13v
192,965,Undirected,7852,,,2,XXVI:13r
192,1140,Undirected,7853,,,1,XXVI:13v
192,1200,Undirected,7854,,,1,XXVI:13v
192,1278,Undirected,7855,,,2,XXVI:13r
192,1348,Undirected,7856,,,2,XXVI:13r
192,1386,Undirected,7857,,,2,XXVI:13r
192,1404,Undirected,7858,,,2,XXVI:13r
192,1446,Undirected,7859,,,1,XXVI:13v
192,1490,Undirected,7860,,,2,XXVI:13r
192,1533,Undirected,7861,,,1,XXVI:13v
192,1557,Undirected,7862,,,2,XXVI:13r
192,1565,Undirected,7863,,,2,XXVI:13r
192,1735,Undirected,7864,,,2,XXVI:13r
241,354,Undirected,7865,,,2,XXVI:13r
241,504,Undirected,7866,,,2,XXVI:13r
241,506,Undirected,7867,,,1,XXVI:13v
241,965,Undirected,7868,,,2,XXVI:13r
241,1140,Undirected,7869,,,1,XXVI:13v
241,1200,Undirected,7870,,,1,XXVI:13v
241,1278,Undirected,7871,,,2,XXVI:13r
241,1348,Undirected,7872,,,2,XXVI:13r
241,1386,Undirected,7873,,,2,XXVI:13r
241,1404,Undirected,7874,,,2,XXVI:13r
241,1446,Undirected,7875,,,1,XXVI:13v
241,1490,Undirected,7876,,,2,XXVI:13r
241,1533,Undirected,7877,,,1,XXVI:13v
241,1557,Undirected,7878,,,2,XXVI:13r
241,1565,Undirected,7879,,,2,XXVI:13r
241,1735,Undirected,7880,,,2,XXVI:13r
354,504,Undirected,7881,,,2,XXVI:13r
354,506,Undirected,7882,,,2,XXVI:37v
354,1200,Undirected,7885,,,2,XXVI:37v
354,1386,Undirected,7888,,,2,XXVI:13r
354,1490,Undirected,7891,,,2,XXVI:13r
354,1565,Undirected,7894,,,3,XXVI:41v
504,1348,Undirected,7901,,,2,XXVI:13r
504,1386,Undirected,7902,,,2,XXVI:13r
504,1404,Undirected,7903,,,3,XXVI:13r
504,1490,Undirected,7905,,,3,XXVI:13r
504,1565,Undirected,7908,,,2,XXVI:13r
506,1278,Undirected,7913,,,1,XXVI:13v
506,1348,Undirected,7914,,,1,XXVI:13v
506,1386,Undirected,7915,,,1,XXVI:13v
506,1404,Undirected,7916,,,1,XXVI:13v
506,1446,Undirected,7917,,,1,XXVI:13v
506,1490,Undirected,7918,,,2,XXVI:37r
506,1533,Undirected,7919,,,1,XXVI:13v
506,1557,Undirected,7920,,,3,XXVI:37v
506,1565,Undirected,7921,,,1,XXVI:13v
965,1278,Undirected,7925,,,2,XXVI:13r
965,1386,Undirected,7927,,,2,XXVI:13r
965,1404,Undirected,7928,,,2,XXVI:13r
965,1446,Undirected,7929,,,1,XXVI:13v
965,1490,Undirected,7930,,,2,XXVI:13r
965,1533,Undirected,7931,,,1,XXVI:13v
965,1557,Undirected,7932,,,2,XXVI:13r
965,1565,Undirected,7933,,,2,XXVI:13r
1140,1278,Undirected,7936,,,1,XXVI:13v
1140,1386,Undirected,7938,,,1,XXVI:13v
1140,1446,Undirected,7940,,,1,XXVI:13v
1140,1490,Undirected,7941,,,2,XXVI:37r
1140,1533,Undirected,7942,,,1,XXVI:13v
1140,1557,Undirected,7943,,,2,XXVI:37r
1140,1565,Undirected,7944,,,1,XXVI:13v
1200,1348,Undirected,7947,,,1,XXVI:13v
1200,1386,Undirected,7948,,,1,XXVI:13v
1200,1404,Undirected,7949,,,1,XXVI:13v
1200,1446,Undirected,7950,,,1,XXVI:13v
1200,1490,Undirected,7951,,,3,XXVI:39r
1200,1565,Undirected,7954,,,1,XXVI:13v
1278,1348,Undirected,7956,,,2,XXVI:13r
1278,1386,Undirected,7957,,,2,XXVI:13r
1278,1490,Undirected,7960,,,3,XXVI:13r
1278,1565,Undirected,7963,,,2,XXVI:13r
1348,1386,Undirected,7965,,,2,XXVI:13r
1348,1404,Undirected,7966,,,3,XXVI:14r
1348,1446,Undirected,7967,,,1,XXVI:13v
1348,1490,Undirected,7968,,,2,XXVI:13r
1348,1533,Undirected,7969,,,1,XXVI:13v
1348,1557,Undirected,7970,,,2,XXVI:13r
1348,1565,Undirected,7971,,,2,XXVI:13r
1386,1404,Undirected,7973,,,2,XXVI:13r
1386,1446,Undirected,7974,,,1,XXVI:13v
1386,1490,Undirected,7975,,,2,XXVI:13r
1386,1533,Undirected,7976,,,1,XXVI:13v
1386,1557,Undirected,7977,,,2,XXVI:13r
1386,1565,Undirected,7978,,,2,XXVI:13r
1386,1735,Undirected,7979,,,2,XXVI:13r
1404,1446,Undirected,7980,,,2,XXVI:41v
1404,1490,Undirected,7981,,,2,XXVI:13r
1404,1533,Undirected,7982,,,2,XXVI:41v
1404,1557,Undirected,7983,,,3,XXVI:41v
1404,1565,Undirected,7984,,,3,XXVI:41v
1446,1490,Undirected,7986,,,1,XXVI:13v
1446,1565,Undirected,7989,,,2,XXVI:41v
1490,1533,Undirected,7991,,,1,XXVI:13v
1490,1557,Undirected,7992,,,3,XXVI:13r
1490,1565,Undirected,7993,,,2,XXVI:13r
1490,1735,Undirected,7994,,,4,XXVI:13r
1533,1565,Undirected,7996,,,2,XXVI:41v
1557,1565,Undirected,7998,,,3,XXVI:41v
1565,1735,Undirected,8000,,,4,XXVI:41v
38,993,Undirected,8001,,,1,XXV:28v
38,1374,Undirected,8002,,,1,XXV:28v
38,1508,Undirected,8003,,,1,XXV:28v
38,1520,Undirected,8004,,,1,XXV:28v
993,1520,Undirected,8007,,,1,XXV:28v
1374,1520,Undirected,8009,,,1,XXV:28v
1508,1520,Undirected,8010,,,1,XXV:28v
294,791,Undirected,8017,,,1,XXV:171r
294,1243,Undirected,8020,,,2,XXV:171v
294,1719,Undirected,8021,,,1,XXV:171r
791,851,Undirected,8022,,,1,XXV:171r
791,1229,Undirected,8023,,,1,XXV:171r
791,1243,Undirected,8024,,,1,XXV:171r
791,1719,Undirected,8025,,,1,XXV:171r
851,1243,Undirected,8027,,,2,XXV:171v
