Source	Source_label	Target	Target_label	Based_on_page	Type	Kind	Holy_table_timestamp	Generator_version	Validity	Validity_certainty	Validity_note	Validation_manual_or_automated	Human_editor	Human_timestamp	Validator_editor	Validator_timestamp	Warning
400	Arnaud de Cernon	403	Jean de Cernon	1013	Undirected												
400	Arnaud de Cernon	409	Jean Chaperon	1013	Undirected												
400	Arnaud de Cernon	694	Formont	1013	Undirected												
400	Arnaud de Cernon	695	Géraud Formont	1013	Undirected												
400	Arnaud de Cernon	756	Perrin de Gaudoux	1013	Undirected												
400	Arnaud de Cernon	1076	Chrétien Maynes	1013	Undirected												
400	Arnaud de Cernon	1147	Guillaume Motier	1013	Undirected												
400	Arnaud de Cernon	1258	Etienne Porchier	1013	Undirected												
400	Arnaud de Cernon	1534	Mondon Tisserand	1013	Undirected												
400	Arnaud de Cernon	1614	Gérard de Vienne	1013	Undirected												
403	Jean de Cernon	409	Jean Chaperon	1013	Undirected												
403	Jean de Cernon	694	Formont	1013	Undirected												
403	Jean de Cernon	695	Géraud Formont	1013	Undirected												
403	Jean de Cernon	756	Perrin de Gaudoux	1013	Undirected												
403	Jean de Cernon	1076	Chrétien Maynes	1013	Undirected												
403	Jean de Cernon	1147	Guillaume Motier	1013	Undirected												
403	Jean de Cernon	1258	Etienne Porchier	1013	Undirected												
403	Jean de Cernon	1534	Mondon Tisserand	1013	Undirected				incorrect altogether	n		m					
403	Jean de Cernon	1614	Gérard de Vienne	1013	Undirected												
409	Jean Chaperon	694	Formont	1013	Undirected												
409	Jean Chaperon	695	Géraud Formont	1013	Undirected												
409	Jean Chaperon	756	Perrin de Gaudoux	1013	Undirected												
409	Jean Chaperon	1076	Chrétien Maynes	1013	Undirected												
409	Jean Chaperon	1147	Guillaume Motier	1013	Undirected												
409	Jean Chaperon	1258	Etienne Porchier	1013	Undirected												
409	Jean Chaperon	1534	Mondon Tisserand	1013	Undirected												
409	Jean Chaperon	1614	Gérard de Vienne	1013	Undirected												
694	Formont	695	Géraud Formont	1013	Undirected												
694	Formont	756	Perrin de Gaudoux	1013	Undirected												
694	Formont	1076	Chrétien Maynes	1013	Undirected												
694	Formont	1147	Guillaume Motier	1013	Undirected												
694	Formont	1258	Etienne Porchier	1013	Undirected												
694	Formont	1534	Mondon Tisserand	1013	Undirected												
694	Formont	1614	Gérard de Vienne	1013	Undirected												
695	Géraud Formont	756	Perrin de Gaudoux	1013	Undirected												
695	Géraud Formont	1076	Chrétien Maynes	1013	Undirected												
695	Géraud Formont	1147	Guillaume Motier	1013	Undirected												
695	Géraud Formont	1258	Etienne Porchier	1013	Undirected												
695	Géraud Formont	1534	Mondon Tisserand	1013	Undirected												
695	Géraud Formont	1614	Gérard de Vienne	1013	Undirected												
756	Perrin de Gaudoux	1076	Chrétien Maynes	1013	Undirected												
756	Perrin de Gaudoux	1147	Guillaume Motier	1013	Undirected												
756	Perrin de Gaudoux	1258	Etienne Porchier	1013	Undirected												
756	Perrin de Gaudoux	1534	Mondon Tisserand	1013	Undirected												
756	Perrin de Gaudoux	1614	Gérard de Vienne	1013	Undirected												
1076	Chrétien Maynes	1147	Guillaume Motier	1013	Undirected												
1076	Chrétien Maynes	1258	Etienne Porchier	1013	Undirected												
1076	Chrétien Maynes	1534	Mondon Tisserand	1013	Undirected												
1076	Chrétien Maynes	1614	Gérard de Vienne	1013	Undirected												
1147	Guillaume Motier	1258	Etienne Porchier	1013	Undirected												
1147	Guillaume Motier	1534	Mondon Tisserand	1013	Undirected												
1147	Guillaume Motier	1614	Gérard de Vienne	1013	Undirected												
1258	Etienne Porchier	1534	Mondon Tisserand	1013	Undirected												
1258	Etienne Porchier	1614	Gérard de Vienne	1013	Undirected												
1534	Mondon Tisserand	1614	Gérard de Vienne	1013	Undirected												
184	Barthélemy	400	Arnaud de Cernon	1015	Undirected												
184	Barthélemy	940	Monet de Labruguière	1015	Undirected												
184	Barthélemy	952	Le Petit de Lamazugue	1015	Undirected												
184	Barthélemy	1076	Chrétien Maynes	1015	Undirected												
184	Barthélemy	1142	Jean Moran	1015	Undirected												
184	Barthélemy	1147	Guillaume Motier	1015	Undirected												
184	Barthélemy	1148	Robert Motier	1015	Undirected												
184	Barthélemy	1556	Gérard Vales	1015	Undirected												
400	Arnaud de Cernon	940	Monet de Labruguière	1015	Undirected												
400	Arnaud de Cernon	952	Le Petit de Lamazugue	1015	Undirected												
400	Arnaud de Cernon	1076	Chrétien Maynes	1015	Undirected												
400	Arnaud de Cernon	1142	Jean Moran	1015	Undirected												
400	Arnaud de Cernon	1147	Guillaume Motier	1015	Undirected												
400	Arnaud de Cernon	1148	Robert Motier	1015	Undirected												
400	Arnaud de Cernon	1556	Gérard Vales	1015	Undirected												
940	Monet de Labruguière	952	Le Petit de Lamazugue	1015	Undirected												
940	Monet de Labruguière	1076	Chrétien Maynes	1015	Undirected												
940	Monet de Labruguière	1142	Jean Moran	1015	Undirected												
940	Monet de Labruguière	1147	Guillaume Motier	1015	Undirected												
940	Monet de Labruguière	1148	Robert Motier	1015	Undirected												
940	Monet de Labruguière	1556	Gérard Vales	1015	Undirected												
952	Le Petit de Lamazugue	1076	Chrétien Maynes	1015	Undirected												
952	Le Petit de Lamazugue	1142	Jean Moran	1015	Undirected												
952	Le Petit de Lamazugue	1147	Guillaume Motier	1015	Undirected												
952	Le Petit de Lamazugue	1148	Robert Motier	1015	Undirected												
952	Le Petit de Lamazugue	1556	Gérard Vales	1015	Undirected												
1076	Chrétien Maynes	1142	Jean Moran	1015	Undirected												
1076	Chrétien Maynes	1147	Guillaume Motier	1015	Undirected												
1076	Chrétien Maynes	1148	Robert Motier	1015	Undirected												
1076	Chrétien Maynes	1556	Gérard Vales	1015	Undirected												
1142	Jean Moran	1147	Guillaume Motier	1015	Undirected												
1142	Jean Moran	1148	Robert Motier	1015	Undirected												
1142	Jean Moran	1556	Gérard Vales	1015	Undirected												
1147	Guillaume Motier	1148	Robert Motier	1015	Undirected												
1147	Guillaume Motier	1556	Gérard Vales	1015	Undirected												
1148	Robert Motier	1556	Gérard Vales	1015	Undirected												
119	Garnier Atteffin	184	Barthélemy	1017	Undirected												
119	Garnier Atteffin	404	Pierre de Cernon	1017	Undirected												
119	Garnier Atteffin	756	Perrin de Gaudoux	1017	Undirected												
119	Garnier Atteffin	949	Bertrand de Lamazugue	1017	Undirected												
119	Garnier Atteffin	950	Huguette de Lamazugue	1017	Undirected												
119	Garnier Atteffin	952	Le Petit de Lamazugue	1017	Undirected												
119	Garnier Atteffin	1147	Guillaume Motier	1017	Undirected												
119	Garnier Atteffin	1534	Mondon Tisserand	1017	Undirected												
184	Barthélemy	404	Pierre de Cernon	1017	Undirected				incorrect altogether	n	Incorrect here and altogether - Barthélémy is never seen together with Pierre de Cernon or Jean de Cernon (I went through all instances).	m					
184	Barthélemy	756	Perrin de Gaudoux	1017	Undirected												
184	Barthélemy	949	Bertrand de Lamazugue	1017	Undirected												
184	Barthélemy	950	Huguette de Lamazugue	1017	Undirected												
184	Barthélemy	952	Le Petit de Lamazugue	1017	Undirected												
184	Barthélemy	1147	Guillaume Motier	1017	Undirected												
184	Barthélemy	1534	Mondon Tisserand	1017	Undirected												
404	Pierre de Cernon	756	Perrin de Gaudoux	1017	Undirected												
404	Pierre de Cernon	949	Bertrand de Lamazugue	1017	Undirected												
404	Pierre de Cernon	950	Huguette de Lamazugue	1017	Undirected												
404	Pierre de Cernon	952	Le Petit de Lamazugue	1017	Undirected												
404	Pierre de Cernon	1147	Guillaume Motier	1017	Undirected												
404	Pierre de Cernon	1534	Mondon Tisserand	1017	Undirected												
756	Perrin de Gaudoux	949	Bertrand de Lamazugue	1017	Undirected												
756	Perrin de Gaudoux	950	Huguette de Lamazugue	1017	Undirected												
756	Perrin de Gaudoux	952	Le Petit de Lamazugue	1017	Undirected												
756	Perrin de Gaudoux	1147	Guillaume Motier	1017	Undirected												
756	Perrin de Gaudoux	1534	Mondon Tisserand	1017	Undirected												
949	Bertrand de Lamazugue	950	Huguette de Lamazugue	1017	Undirected												
949	Bertrand de Lamazugue	952	Le Petit de Lamazugue	1017	Undirected												
949	Bertrand de Lamazugue	1147	Guillaume Motier	1017	Undirected												
949	Bertrand de Lamazugue	1534	Mondon Tisserand	1017	Undirected												
950	Huguette de Lamazugue	952	Le Petit de Lamazugue	1017	Undirected												
950	Huguette de Lamazugue	1147	Guillaume Motier	1017	Undirected												
950	Huguette de Lamazugue	1534	Mondon Tisserand	1017	Undirected												
952	Le Petit de Lamazugue	1147	Guillaume Motier	1017	Undirected												
952	Le Petit de Lamazugue	1534	Mondon Tisserand	1017	Undirected												
1147	Guillaume Motier	1534	Mondon Tisserand	1017	Undirected												
119	Garnier Atteffin	184	Barthélemy	1019	Undirected												
119	Garnier Atteffin	331	Jean de Bresse	1019	Undirected												
119	Garnier Atteffin	403	Jean de Cernon	1019	Undirected												
119	Garnier Atteffin	404	Pierre de Cernon	1019	Undirected												
119	Garnier Atteffin	755	Audry de Gaudoux	1019	Undirected												
119	Garnier Atteffin	756	Perrin de Gaudoux	1019	Undirected												
119	Garnier Atteffin	757	Monet de Gaudoux	1019	Undirected												
119	Garnier Atteffin	952	Le Petit de Lamazugue	1019	Undirected												
119	Garnier Atteffin	1029	Perddin Malifart	1019	Undirected												
119	Garnier Atteffin	1040	Jean de Bolha	1019	Undirected												
119	Garnier Atteffin	1076	Chrétien Maynes	1019	Undirected												
119	Garnier Atteffin	1142	Jean Moran	1019	Undirected												
119	Garnier Atteffin	1147	Guillaume Motier	1019	Undirected												
119	Garnier Atteffin	1148	Robert Motier	1019	Undirected												
119	Garnier Atteffin	1172	Humbert Odet	1019	Undirected												
119	Garnier Atteffin	1234	Hugonin Pifaud	1019	Undirected												
119	Garnier Atteffin	1452	Audry Sartre	1019	Undirected												
119	Garnier Atteffin	1453	Germain Sartre	1019	Undirected												
184	Barthélemy	331	Jean de Bresse	1019	Undirected												
184	Barthélemy	403	Jean de Cernon	1019	Undirected				incorrect altogether	n	Incorrect here and altogether - Barthélémy is never seen together with Pierre de Cernon or Jean de Cernon (I went through all instances).	m					
184	Barthélemy	404	Pierre de Cernon	1019	Undirected				incorrect altogether	n	Incorrect here and altogether - Barthélémy is never seen together with Pierre de Cernon or Jean de Cernon (I went through all instances).	m					
184	Barthélemy	755	Audry de Gaudoux	1019	Undirected												
184	Barthélemy	756	Perrin de Gaudoux	1019	Undirected												
184	Barthélemy	757	Monet de Gaudoux	1019	Undirected												
184	Barthélemy	952	Le Petit de Lamazugue	1019	Undirected												
184	Barthélemy	1029	Perddin Malifart	1019	Undirected												
184	Barthélemy	1040	Jean de Bolha	1019	Undirected												
184	Barthélemy	1076	Chrétien Maynes	1019	Undirected												
184	Barthélemy	1142	Jean Moran	1019	Undirected												
184	Barthélemy	1147	Guillaume Motier	1019	Undirected												
184	Barthélemy	1148	Robert Motier	1019	Undirected												
184	Barthélemy	1172	Humbert Odet	1019	Undirected												
184	Barthélemy	1234	Hugonin Pifaud	1019	Undirected												
184	Barthélemy	1452	Audry Sartre	1019	Undirected												
184	Barthélemy	1453	Germain Sartre	1019	Undirected												
331	Jean de Bresse	403	Jean de Cernon	1019	Undirected												
331	Jean de Bresse	404	Pierre de Cernon	1019	Undirected												
331	Jean de Bresse	755	Audry de Gaudoux	1019	Undirected												
331	Jean de Bresse	756	Perrin de Gaudoux	1019	Undirected												
331	Jean de Bresse	757	Monet de Gaudoux	1019	Undirected												
331	Jean de Bresse	952	Le Petit de Lamazugue	1019	Undirected												
331	Jean de Bresse	1029	Perddin Malifart	1019	Undirected												
331	Jean de Bresse	1040	Jean de Bolha	1019	Undirected												
331	Jean de Bresse	1076	Chrétien Maynes	1019	Undirected												
331	Jean de Bresse	1142	Jean Moran	1019	Undirected												
331	Jean de Bresse	1147	Guillaume Motier	1019	Undirected												
331	Jean de Bresse	1148	Robert Motier	1019	Undirected												
331	Jean de Bresse	1172	Humbert Odet	1019	Undirected												
331	Jean de Bresse	1234	Hugonin Pifaud	1019	Undirected												
331	Jean de Bresse	1452	Audry Sartre	1019	Undirected												
331	Jean de Bresse	1453	Germain Sartre	1019	Undirected												
403	Jean de Cernon	404	Pierre de Cernon	1019	Undirected												
403	Jean de Cernon	755	Audry de Gaudoux	1019	Undirected												
403	Jean de Cernon	756	Perrin de Gaudoux	1019	Undirected												
403	Jean de Cernon	757	Monet de Gaudoux	1019	Undirected												
403	Jean de Cernon	952	Le Petit de Lamazugue	1019	Undirected												
403	Jean de Cernon	1029	Perddin Malifart	1019	Undirected												
403	Jean de Cernon	1040	Jean de Bolha	1019	Undirected												
403	Jean de Cernon	1076	Chrétien Maynes	1019	Undirected												
403	Jean de Cernon	1142	Jean Moran	1019	Undirected												
403	Jean de Cernon	1147	Guillaume Motier	1019	Undirected												
403	Jean de Cernon	1148	Robert Motier	1019	Undirected												
403	Jean de Cernon	1172	Humbert Odet	1019	Undirected				incorrect altogether	n		m					
403	Jean de Cernon	1234	Hugonin Pifaud	1019	Undirected												
403	Jean de Cernon	1452	Audry Sartre	1019	Undirected												
403	Jean de Cernon	1453	Germain Sartre	1019	Undirected												
404	Pierre de Cernon	755	Audry de Gaudoux	1019	Undirected												
404	Pierre de Cernon	756	Perrin de Gaudoux	1019	Undirected												
404	Pierre de Cernon	757	Monet de Gaudoux	1019	Undirected												
404	Pierre de Cernon	952	Le Petit de Lamazugue	1019	Undirected												
404	Pierre de Cernon	1029	Perddin Malifart	1019	Undirected												
404	Pierre de Cernon	1040	Jean de Bolha	1019	Undirected												
