Source	Source_label	Target	Target_label	Based_on_page	Type	Kind	Holy_table_timestamp	Generator_version	Validity	Validity_certainty	Validity_note	Validation_manual_or_automated	Human_editor	Human_timestamp	Validator_editor	Validator_timestamp	Warning
1417	Pierre Salès	1441	Pierre Sans	347	Undirected												
1418	Sibille Salès	1441	Pierre Sans	347	Undirected												
59	Raimond Andegaud	60	Aladaycis Andegaud	349	Undirected												
59	Raimond Andegaud	139	Pierre Autier	349	Undirected												
59	Raimond Andegaud	140	Jacques Autier	349	Undirected												
59	Raimond Andegaud	452	Raimond de Combe Guilha	349	Undirected												
59	Raimond Andegaud	453	Guillemette de Combe Guilha	349	Undirected												
59	Raimond Andegaud	1096	Sanche Mercadier	349	Undirected												
59	Raimond Andegaud	1207	Amiel de Perles	349	Undirected												
59	Raimond Andegaud	1266	Guillaume Pourcel	349	Undirected												
59	Raimond Andegaud	1441	Pierre Sans	349	Undirected												
59	Raimond Andegaud	1442	Raimond Sans	349	Undirected												
59	Raimond Andegaud	1444	Vital Sans	349	Undirected												
60	Aladaycis Andegaud	139	Pierre Autier	349	Undirected												
60	Aladaycis Andegaud	140	Jacques Autier	349	Undirected												
60	Aladaycis Andegaud	452	Raimond de Combe Guilha	349	Undirected												
60	Aladaycis Andegaud	453	Guillemette de Combe Guilha	349	Undirected												
60	Aladaycis Andegaud	1096	Sanche Mercadier	349	Undirected												
60	Aladaycis Andegaud	1207	Amiel de Perles	349	Undirected												
60	Aladaycis Andegaud	1266	Guillaume Pourcel	349	Undirected												
60	Aladaycis Andegaud	1441	Pierre Sans	349	Undirected												
60	Aladaycis Andegaud	1442	Raimond Sans	349	Undirected												
60	Aladaycis Andegaud	1444	Vital Sans	349	Undirected												
139	Pierre Autier	140	Jacques Autier	349	Undirected												
139	Pierre Autier	452	Raimond de Combe Guilha	349	Undirected												
139	Pierre Autier	453	Guillemette de Combe Guilha	349	Undirected												
139	Pierre Autier	1096	Sanche Mercadier	349	Undirected												
139	Pierre Autier	1207	Amiel de Perles	349	Undirected												
139	Pierre Autier	1266	Guillaume Pourcel	349	Undirected				correct			m					
139	Pierre Autier	1441	Pierre Sans	349	Undirected												
139	Pierre Autier	1442	Raimond Sans	349	Undirected												
139	Pierre Autier	1444	Vital Sans	349	Undirected												
140	Jacques Autier	452	Raimond de Combe Guilha	349	Undirected												
140	Jacques Autier	453	Guillemette de Combe Guilha	349	Undirected												
140	Jacques Autier	1096	Sanche Mercadier	349	Undirected				incorrect altogether	n	I went through all the cooccurrences, none proves direct acquaintance. They might be part of different "generations" in Autier group, Sans Mercadier and Peter Sans being the latecomers.						
140	Jacques Autier	1207	Amiel de Perles	349	Undirected												
140	Jacques Autier	1266	Guillaume Pourcel	349	Undirected												
140	Jacques Autier	1441	Pierre Sans	349	Undirected												
140	Jacques Autier	1442	Raimond Sans	349	Undirected												
140	Jacques Autier	1444	Vital Sans	349	Undirected												
452	Raimond de Combe Guilha	453	Guillemette de Combe Guilha	349	Undirected												
452	Raimond de Combe Guilha	1096	Sanche Mercadier	349	Undirected												
452	Raimond de Combe Guilha	1207	Amiel de Perles	349	Undirected												
452	Raimond de Combe Guilha	1266	Guillaume Pourcel	349	Undirected												
452	Raimond de Combe Guilha	1441	Pierre Sans	349	Undirected												
452	Raimond de Combe Guilha	1442	Raimond Sans	349	Undirected												
452	Raimond de Combe Guilha	1444	Vital Sans	349	Undirected												
453	Guillemette de Combe Guilha	1096	Sanche Mercadier	349	Undirected												
453	Guillemette de Combe Guilha	1207	Amiel de Perles	349	Undirected												
453	Guillemette de Combe Guilha	1266	Guillaume Pourcel	349	Undirected												
453	Guillemette de Combe Guilha	1441	Pierre Sans	349	Undirected												
453	Guillemette de Combe Guilha	1442	Raimond Sans	349	Undirected												
453	Guillemette de Combe Guilha	1444	Vital Sans	349	Undirected												
1096	Sanche Mercadier	1207	Amiel de Perles	349	Undirected												
1096	Sanche Mercadier	1266	Guillaume Pourcel	349	Undirected												
1096	Sanche Mercadier	1441	Pierre Sans	349	Undirected												
1096	Sanche Mercadier	1442	Raimond Sans	349	Undirected												
1096	Sanche Mercadier	1444	Vital Sans	349	Undirected												
1207	Amiel de Perles	1266	Guillaume Pourcel	349	Undirected												
1207	Amiel de Perles	1441	Pierre Sans	349	Undirected												
1207	Amiel de Perles	1442	Raimond Sans	349	Undirected												
1207	Amiel de Perles	1444	Vital Sans	349	Undirected												
1266	Guillaume Pourcel	1441	Pierre Sans	349	Undirected												
1266	Guillaume Pourcel	1442	Raimond Sans	349	Undirected												
1266	Guillaume Pourcel	1444	Vital Sans	349	Undirected												
1441	Pierre Sans	1442	Raimond Sans	349	Undirected												
1441	Pierre Sans	1444	Vital Sans	349	Undirected												
1442	Raimond Sans	1444	Vital Sans	349	Undirected												
139	Pierre Autier	140	Jacques Autier	351	Undirected												
139	Pierre Autier	660	Raimond de Faysser	351	Undirected												
139	Pierre Autier	662	Sereine Macip	351	Undirected												
139	Pierre Autier	1014	Valence Macip	351	Undirected												
139	Pierre Autier	1128	Guillaume Monge	351	Undirected												
139	Pierre Autier	1129	Jeanne Monge	351	Undirected												
139	Pierre Autier	1266	Guillaume Pourcel	351	Undirected												
139	Pierre Autier	1441	Pierre Sans	351	Undirected												
140	Jacques Autier	660	Raimond de Faysser	351	Undirected												
140	Jacques Autier	662	Sereine Macip	351	Undirected												
140	Jacques Autier	1014	Valence Macip	351	Undirected												
140	Jacques Autier	1128	Guillaume Monge	351	Undirected												
140	Jacques Autier	1129	Jeanne Monge	351	Undirected												
140	Jacques Autier	1266	Guillaume Pourcel	351	Undirected												
140	Jacques Autier	1441	Pierre Sans	351	Undirected												
660	Raimond de Faysser	662	Sereine Macip	351	Undirected												
660	Raimond de Faysser	1014	Valence Macip	351	Undirected												
660	Raimond de Faysser	1128	Guillaume Monge	351	Undirected												
660	Raimond de Faysser	1129	Jeanne Monge	351	Undirected												
660	Raimond de Faysser	1266	Guillaume Pourcel	351	Undirected												
660	Raimond de Faysser	1441	Pierre Sans	351	Undirected												
662	Sereine Macip	1014	Valence Macip	351	Undirected												
662	Sereine Macip	1128	Guillaume Monge	351	Undirected												
662	Sereine Macip	1129	Jeanne Monge	351	Undirected												
662	Sereine Macip	1266	Guillaume Pourcel	351	Undirected												
662	Sereine Macip	1441	Pierre Sans	351	Undirected												
1014	Valence Macip	1128	Guillaume Monge	351	Undirected												
1014	Valence Macip	1129	Jeanne Monge	351	Undirected												
1014	Valence Macip	1266	Guillaume Pourcel	351	Undirected												
1014	Valence Macip	1441	Pierre Sans	351	Undirected												
1128	Guillaume Monge	1129	Jeanne Monge	351	Undirected												
1128	Guillaume Monge	1266	Guillaume Pourcel	351	Undirected												
1128	Guillaume Monge	1441	Pierre Sans	351	Undirected												
1129	Jeanne Monge	1266	Guillaume Pourcel	351	Undirected												
1129	Jeanne Monge	1441	Pierre Sans	351	Undirected												
1266	Guillaume Pourcel	1441	Pierre Sans	351	Undirected												
161	Durand Barrau	1060	Arnaud Maurel	353	Undirected												
161	Durand Barrau	1062	Perrin Maurel	353	Undirected												
161	Durand Barrau	1063	Jeanne Maurel	353	Undirected												
161	Durand Barrau	1132	Vital de Montaut	353	Undirected												
161	Durand Barrau	1441	Pierre Sans	353	Undirected												
1060	Arnaud Maurel	1062	Perrin Maurel	353	Undirected												
1060	Arnaud Maurel	1063	Jeanne Maurel	353	Undirected												
1060	Arnaud Maurel	1132	Vital de Montaut	353	Undirected												
1060	Arnaud Maurel	1441	Pierre Sans	353	Undirected												
1062	Perrin Maurel	1063	Jeanne Maurel	353	Undirected												
1062	Perrin Maurel	1132	Vital de Montaut	353	Undirected												
1062	Perrin Maurel	1441	Pierre Sans	353	Undirected												
1063	Jeanne Maurel	1132	Vital de Montaut	353	Undirected												
1063	Jeanne Maurel	1441	Pierre Sans	353	Undirected												
1132	Vital de Montaut	1441	Pierre Sans	353	Undirected												
64	Pierre André	139	Pierre Autier	355	Undirected				incorrect here but appears elsewhere			m					
64	Pierre André	140	Jacques Autier	355	Undirected				incorrect here but appears elsewhere			m					
64	Pierre André	241	Pierre Bernier	355	Undirected												
64	Pierre André	886	Guillaume Hugou	355	Undirected												
64	Pierre André	1207	Amiel de Perles	355	Undirected												
64	Pierre André	1422	Arnaud de la Salvetat	355	Undirected												
64	Pierre André	1423	Bonne de la Salvetat	355	Undirected												
64	Pierre André	1435	Pierre Sanchès	355	Undirected												
64	Pierre André	1451	Pierre Raimond Sartre	355	Undirected												
139	Pierre Autier	140	Jacques Autier	355	Undirected												
139	Pierre Autier	241	Pierre Bernier	355	Undirected				correct			m					
139	Pierre Autier	886	Guillaume Hugou	355	Undirected												
139	Pierre Autier	1207	Amiel de Perles	355	Undirected												
139	Pierre Autier	1422	Arnaud de la Salvetat	355	Undirected												
139	Pierre Autier	1423	Bonne de la Salvetat	355	Undirected												
139	Pierre Autier	1435	Pierre Sanchès	355	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	355	Undirected												
140	Jacques Autier	241	Pierre Bernier	355	Undirected												
140	Jacques Autier	886	Guillaume Hugou	355	Undirected												
140	Jacques Autier	1207	Amiel de Perles	355	Undirected												
140	Jacques Autier	1422	Arnaud de la Salvetat	355	Undirected												
140	Jacques Autier	1423	Bonne de la Salvetat	355	Undirected												
140	Jacques Autier	1435	Pierre Sanchès	355	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	355	Undirected												
241	Pierre Bernier	886	Guillaume Hugou	355	Undirected												
241	Pierre Bernier	1207	Amiel de Perles	355	Undirected				incorrect here but appears elsewhere			m					
241	Pierre Bernier	1422	Arnaud de la Salvetat	355	Undirected												
241	Pierre Bernier	1423	Bonne de la Salvetat	355	Undirected												
241	Pierre Bernier	1435	Pierre Sanchès	355	Undirected				incorrect altogether			m					
241	Pierre Bernier	1451	Pierre Raimond Sartre	355	Undirected												
886	Guillaume Hugou	1207	Amiel de Perles	355	Undirected												
886	Guillaume Hugou	1422	Arnaud de la Salvetat	355	Undirected												
886	Guillaume Hugou	1423	Bonne de la Salvetat	355	Undirected												
886	Guillaume Hugou	1435	Pierre Sanchès	355	Undirected												
886	Guillaume Hugou	1451	Pierre Raimond Sartre	355	Undirected												
1207	Amiel de Perles	1422	Arnaud de la Salvetat	355	Undirected												
1207	Amiel de Perles	1423	Bonne de la Salvetat	355	Undirected												
1207	Amiel de Perles	1435	Pierre Sanchès	355	Undirected				incorrect strictly speaking but can be inferred			m					
1207	Amiel de Perles	1451	Pierre Raimond Sartre	355	Undirected												
1422	Arnaud de la Salvetat	1423	Bonne de la Salvetat	355	Undirected												
1422	Arnaud de la Salvetat	1435	Pierre Sanchès	355	Undirected												
1422	Arnaud de la Salvetat	1451	Pierre Raimond Sartre	355	Undirected												
1423	Bonne de la Salvetat	1435	Pierre Sanchès	355	Undirected												
1423	Bonne de la Salvetat	1451	Pierre Raimond Sartre	355	Undirected												
1435	Pierre Sanchès	1451	Pierre Raimond Sartre	355	Undirected				incorrect strictly speaking but can be inferred			m					
139	Pierre Autier	140	Jacques Autier	357	Undirected												
139	Pierre Autier	619	Andrée Faure	357	Undirected												
139	Pierre Autier	761	Pierre Gautier	357	Undirected												
139	Pierre Autier	875	Pierre Hugou	357	Undirected												
139	Pierre Autier	876	Raimonde Hugou	357	Undirected												
139	Pierre Autier	879	Ponce Hugou	357	Undirected												
139	Pierre Autier	928	Ayceline Julia	357	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	357	Undirected												
139	Pierre Autier	1507	Pierre Tardieu	357	Undirected												
140	Jacques Autier	619	Andrée Faure	357	Undirected												
140	Jacques Autier	761	Pierre Gautier	357	Undirected												
140	Jacques Autier	875	Pierre Hugou	357	Undirected												
140	Jacques Autier	876	Raimonde Hugou	357	Undirected												
140	Jacques Autier	879	Ponce Hugou	357	Undirected												
140	Jacques Autier	928	Ayceline Julia	357	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	357	Undirected												
140	Jacques Autier	1507	Pierre Tardieu	357	Undirected												
619	Andrée Faure	761	Pierre Gautier	357	Undirected				correct			m					
619	Andrée Faure	875	Pierre Hugou	357	Undirected												
619	Andrée Faure	876	Raimonde Hugou	357	Undirected												
619	Andrée Faure	879	Ponce Hugou	357	Undirected												
619	Andrée Faure	928	Ayceline Julia	357	Undirected												
619	Andrée Faure	1451	Pierre Raimond Sartre	357	Undirected				incorrect altogether			m					
619	Andrée Faure	1507	Pierre Tardieu	357	Undirected				incorrect here but appears elsewhere			m					
761	Pierre Gautier	875	Pierre Hugou	357	Undirected												
761	Pierre Gautier	876	Raimonde Hugou	357	Undirected												
761	Pierre Gautier	879	Ponce Hugou	357	Undirected												
761	Pierre Gautier	928	Ayceline Julia	357	Undirected												
761	Pierre Gautier	1451	Pierre Raimond Sartre	357	Undirected												
761	Pierre Gautier	1507	Pierre Tardieu	357	Undirected												
875	Pierre Hugou	876	Raimonde Hugou	357	Undirected												
875	Pierre Hugou	879	Ponce Hugou	357	Undirected												
875	Pierre Hugou	928	Ayceline Julia	357	Undirected												
875	Pierre Hugou	1451	Pierre Raimond Sartre	357	Undirected												
875	Pierre Hugou	1507	Pierre Tardieu	357	Undirected												
876	Raimonde Hugou	879	Ponce Hugou	357	Undirected												
876	Raimonde Hugou	928	Ayceline Julia	357	Undirected												
876	Raimonde Hugou	1451	Pierre Raimond Sartre	357	Undirected												
876	Raimonde Hugou	1507	Pierre Tardieu	357	Undirected												
879	Ponce Hugou	928	Ayceline Julia	357	Undirected												
879	Ponce Hugou	1451	Pierre Raimond Sartre	357	Undirected												
879	Ponce Hugou	1507	Pierre Tardieu	357	Undirected												
928	Ayceline Julia	1451	Pierre Raimond Sartre	357	Undirected												
928	Ayceline Julia	1507	Pierre Tardieu	357	Undirected												
1451	Pierre Raimond Sartre	1507	Pierre Tardieu	357	Undirected												
139	Pierre Autier	140	Jacques Autier	359	Undirected												
139	Pierre Autier	414	Guillaume Chatmar	359	Undirected												
139	Pierre Autier	415	Michelle Chatmar	359	Undirected												
139	Pierre Autier	619	Andrée Faure	359	Undirected												
139	Pierre Autier	1207	Amiel de Perles	359	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	359	Undirected												
140	Jacques Autier	414	Guillaume Chatmar	359	Undirected												
140	Jacques Autier	415	Michelle Chatmar	359	Undirected												
140	Jacques Autier	619	Andrée Faure	359	Undirected												
140	Jacques Autier	1207	Amiel de Perles	359	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	359	Undirected												
414	Guillaume Chatmar	415	Michelle Chatmar	359	Undirected												
414	Guillaume Chatmar	619	Andrée Faure	359	Undirected												
414	Guillaume Chatmar	1207	Amiel de Perles	359	Undirected												
414	Guillaume Chatmar	1451	Pierre Raimond Sartre	359	Undirected												
415	Michelle Chatmar	619	Andrée Faure	359	Undirected												
415	Michelle Chatmar	1207	Amiel de Perles	359	Undirected												
415	Michelle Chatmar	1451	Pierre Raimond Sartre	359	Undirected												
619	Andrée Faure	1207	Amiel de Perles	359	Undirected				incorrect altogether		Andrée knows Pierre Autier, Jacques Autier and Philippe d'Alayrac (p. 471), but nothing proves acquaintance with Amiel.	m					
619	Andrée Faure	1451	Pierre Raimond Sartre	359	Undirected				incorrect altogether			m					
1207	Amiel de Perles	1451	Pierre Raimond Sartre	359	Undirected												
139	Pierre Autier	140	Jacques Autier	365	Undirected												
139	Pierre Autier	143	Guillaume Autier	365	Undirected												
139	Pierre Autier	293	Arnaud Bou	365	Undirected												
139	Pierre Autier	294	Raimonde Bou	365	Undirected												
139	Pierre Autier	540	Pierre Dous	365	Undirected												
139	Pierre Autier	643	Raimond Faure	365	Undirected				incorrect here but appears elsewhere		p. 389, 469, 501	m					
139	Pierre Autier	1207	Amiel de Perles	365	Undirected												
139	Pierre Autier	1441	Pierre Sans	365	Undirected												
140	Jacques Autier	143	Guillaume Autier	365	Undirected												
140	Jacques Autier	293	Arnaud Bou	365	Undirected												
140	Jacques Autier	294	Raimonde Bou	365	Undirected												
140	Jacques Autier	540	Pierre Dous	365	Undirected												
140	Jacques Autier	643	Raimond Faure	365	Undirected				incorrect altogether		Complicated. Raimond accepts the consolament at a later period. Peter Autier seems to travel with Peter Sans and not Jacques already when being in contact with Raimond Faure (p. 387-389), RF is seen several times with Philip of Alayrac. I went through all the cooccurrences visible from the page references in the index by PG and none allows to infer their acquaintance.	m					
140	Jacques Autier	1207	Amiel de Perles	365	Undirected												
140	Jacques Autier	1441	Pierre Sans	365	Undirected												
143	Guillaume Autier	293	Arnaud Bou	365	Undirected												
143	Guillaume Autier	294	Raimonde Bou	365	Undirected												
143	Guillaume Autier	540	Pierre Dous	365	Undirected												
143	Guillaume Autier	643	Raimond Faure	365	Undirected				incorrect altogether		Complicated. They rotate around the same houses (p. 375, 377, 379); Guillaume Autier is less frequently seen by those people (p. 373, 387). Their acquaintance is likely but strictly speaking, none of the cooccurences (at least based on the index) allows to infer it.	m					
143	Guillaume Autier	1207	Amiel de Perles	365	Undirected												
143	Guillaume Autier	1441	Pierre Sans	365	Undirected												
293	Arnaud Bou	294	Raimonde Bou	365	Undirected												
293	Arnaud Bou	540	Pierre Dous	365	Undirected												
293	Arnaud Bou	643	Raimond Faure	365	Undirected												
293	Arnaud Bou	1207	Amiel de Perles	365	Undirected												
293	Arnaud Bou	1441	Pierre Sans	365	Undirected												
294	Raimonde Bou	540	Pierre Dous	365	Undirected												
294	Raimonde Bou	643	Raimond Faure	365	Undirected												
294	Raimonde Bou	1207	Amiel de Perles	365	Undirected												
294	Raimonde Bou	1441	Pierre Sans	365	Undirected												
540	Pierre Dous	643	Raimond Faure	365	Undirected												
540	Pierre Dous	1207	Amiel de Perles	365	Undirected												
540	Pierre Dous	1441	Pierre Sans	365	Undirected												
643	Raimond Faure	1207	Amiel de Perles	365	Undirected				incorrect altogether		Difficult. They are a slightly different generation. Sometimes they meet the same people (p. 407 etc.). To some who know Raimond Faure, Amiel is not known (p. 393). GuiSent does not allow to infer their acquaintance with certainty. I would not make it when manually coding the dataset. Of course, this does not remove the certainty that they knew each other through other persons, e.g. Pierre Autier.	m					
643	Raimond Faure	1441	Pierre Sans	365	Undirected				incorrect here but appears elsewhere		P. 387-389: Peter Sans, together with Peter Autier and Philip of Alayrac, console Raimond Faure.	m					
1207	Amiel de Perles	1441	Pierre Sans	365	Undirected												
139	Pierre Autier	293	Arnaud Bou	367	Undirected												
139	Pierre Autier	294	Raimonde Bou	367	Undirected												
139	Pierre Autier	296	Vital Bou	367	Undirected												
139	Pierre Autier	643	Raimond Faure	367	Undirected				incorrect here but appears elsewhere		p. 389, 469, 501	m					
139	Pierre Autier	1441	Pierre Sans	367	Undirected												
293	Arnaud Bou	294	Raimonde Bou	367	Undirected												
293	Arnaud Bou	296	Vital Bou	367	Undirected												
293	Arnaud Bou	643	Raimond Faure	367	Undirected												
293	Arnaud Bou	1441	Pierre Sans	367	Undirected												
294	Raimonde Bou	296	Vital Bou	367	Undirected												
294	Raimonde Bou	643	Raimond Faure	367	Undirected												
294	Raimonde Bou	1441	Pierre Sans	367	Undirected												
296	Vital Bou	643	Raimond Faure	367	Undirected												
296	Vital Bou	1441	Pierre Sans	367	Undirected												
643	Raimond Faure	1441	Pierre Sans	367	Undirected				incorrect here but appears elsewhere		P. 387-389: Peter Sans, together with Peter Autier and Philip of Alayrac, console Raimond Faure.	m					
139	Pierre Autier	293	Arnaud Bou	369	Undirected												
139	Pierre Autier	295	Arnaud Bou	369	Undirected												
139	Pierre Autier	540	Pierre Dous	369	Undirected												
139	Pierre Autier	1207	Amiel de Perles	369	Undirected												
139	Pierre Autier	1441	Pierre Sans	369	Undirected												
139	Pierre Autier	1473	Sicard Teisseyre	369	Undirected												
139	Pierre Autier	1476	Bernard Sicard	369	Undirected												
139	Pierre Autier	1477	Pierre Sicard	369	Undirected												
293	Arnaud Bou	295	Arnaud Bou	369	Undirected												
293	Arnaud Bou	540	Pierre Dous	369	Undirected												
293	Arnaud Bou	1207	Amiel de Perles	369	Undirected												
293	Arnaud Bou	1441	Pierre Sans	369	Undirected												
293	Arnaud Bou	1473	Sicard Teisseyre	369	Undirected												
293	Arnaud Bou	1476	Bernard Sicard	369	Undirected												
293	Arnaud Bou	1477	Pierre Sicard	369	Undirected												
295	Arnaud Bou	540	Pierre Dous	369	Undirected												
295	Arnaud Bou	1207	Amiel de Perles	369	Undirected												
295	Arnaud Bou	1441	Pierre Sans	369	Undirected												
295	Arnaud Bou	1473	Sicard Teisseyre	369	Undirected												
295	Arnaud Bou	1476	Bernard Sicard	369	Undirected												
295	Arnaud Bou	1477	Pierre Sicard	369	Undirected												
540	Pierre Dous	1207	Amiel de Perles	369	Undirected												
540	Pierre Dous	1441	Pierre Sans	369	Undirected												
540	Pierre Dous	1473	Sicard Teisseyre	369	Undirected												
540	Pierre Dous	1476	Bernard Sicard	369	Undirected												
540	Pierre Dous	1477	Pierre Sicard	369	Undirected												
1207	Amiel de Perles	1441	Pierre Sans	369	Undirected												
1207	Amiel de Perles	1473	Sicard Teisseyre	369	Undirected												
1207	Amiel de Perles	1476	Bernard Sicard	369	Undirected												
1207	Amiel de Perles	1477	Pierre Sicard	369	Undirected												
1441	Pierre Sans	1473	Sicard Teisseyre	369	Undirected												
1441	Pierre Sans	1476	Bernard Sicard	369	Undirected												
1441	Pierre Sans	1477	Pierre Sicard	369	Undirected												
1473	Sicard Teisseyre	1476	Bernard Sicard	369	Undirected												
1473	Sicard Teisseyre	1477	Pierre Sicard	369	Undirected												
1476	Bernard Sicard	1477	Pierre Sicard	369	Undirected												
139	Pierre Autier	140	Jacques Autier	371	Undirected				incorrect here but appears elsewhere			m					
139	Pierre Autier	577	Raimond Durand	371	Undirected				incorrect here but appears elsewhere	y	p. 373	m					
139	Pierre Autier	578	Arnaude Durand	371	Undirected				incorrect here but appears elsewhere		Her husband lodges the heretic.	m					
139	Pierre Autier	1091	Arnaud Mercadier	371	Undirected				correct			m					
139	Pierre Autier	1092	Bernarde Mercadier	371	Undirected				correct			m					
139	Pierre Autier	1096	Sanche Mercadier	371	Undirected				incorrect here but appears elsewhere			m					
139	Pierre Autier	1207	Amiel de Perles	371	Undirected				incorrect here but appears elsewhere			m					
139	Pierre Autier	1441	Pierre Sans	371	Undirected				incorrect here but appears elsewhere		P. 625 etc.	m					
139	Pierre Autier	1451	Pierre Raimond Sartre	371	Undirected				incorrect here but appears elsewhere			m					
139	Pierre Autier	1474	Peirone Sereine Sicard	371	Undirected				incorrect here but appears elsewhere		p. 510	m					
140	Jacques Autier	577	Raimond Durand	371	Undirected				incorrect altogether		No valid cooccurrence, he does not mention Jacques Autier in his list of heretics known to him.	m					
140	Jacques Autier	578	Arnaude Durand	371	Undirected				incorrect altogether		Error here, and not mentioned even in the list of heretics given by her husband.	m					
140	Jacques Autier	1091	Arnaud Mercadier	371	Undirected				correct			m					
140	Jacques Autier	1092	Bernarde Mercadier	371	Undirected				correct			m					
140	Jacques Autier	1096	Sanche Mercadier	371	Undirected				incorrect altogether	n	I went through all the cooccurrences, none proves direct acquaintance. They might be part of different "generations" in Autier group, Sans Mercadier and Peter Sans being the latecomers.						
140	Jacques Autier	1207	Amiel de Perles	371	Undirected				incorrect here but appears elsewhere			m					
140	Jacques Autier	1441	Pierre Sans	371	Undirected				incorrect here but appears elsewhere	y	p. 880	m					
140	Jacques Autier	1451	Pierre Raimond Sartre	371	Undirected				incorrect here but appears elsewhere								
140	Jacques Autier	1474	Peirone Sereine Sicard	371	Undirected				incorrect altogether		Peirona's (ID#1474) son mentions the heretics but not Jacques Autier (p. 368-370). Her sister was received by Peter and Jacques (p. 1482) but I do not want to infer a direct link from that.	m					
577	Raimond Durand	578	Arnaude Durand	371	Undirected				correct			m					
577	Raimond Durand	1091	Arnaud Mercadier	371	Undirected				correct			m					
577	Raimond Durand	1092	Bernarde Mercadier	371	Undirected				correct			m					
577	Raimond Durand	1096	Sanche Mercadier	371	Undirected				incorrect here but appears elsewhere	y	p. 373	m					
577	Raimond Durand	1207	Amiel de Perles	371	Undirected				incorrect here but appears elsewhere	y	p. 373	m					
577	Raimond Durand	1441	Pierre Sans	371	Undirected				incorrect here but appears elsewhere	y	p. 373	m					
577	Raimond Durand	1451	Pierre Raimond Sartre	371	Undirected				incorrect altogether	y	None of the two cooccurrences (p. 371, 511) allows to infer an edge.	m					
577	Raimond Durand	1474	Peirone Sereine Sicard	371	Undirected				incorrect here but appears elsewhere		p. 510	m					
578	Arnaude Durand	1091	Arnaud Mercadier	371	Undirected				incorrect strictly speaking but can be inferred		The wife of ID#1091 visits ID#578. They must know each other; they would appear in the acquaintance network.	m					
578	Arnaude Durand	1092	Bernarde Mercadier	371	Undirected				correct	y		m					
578	Arnaude Durand	1096	Sanche Mercadier	371	Undirected				correct			m					
578	Arnaude Durand	1207	Amiel de Perles	371	Undirected				incorrect here but appears elsewhere		Her husband lodges the heretic.	m					
578	Arnaude Durand	1441	Pierre Sans	371	Undirected				correct	y		m					
578	Arnaude Durand	1451	Pierre Raimond Sartre	371	Undirected				incorrect altogether		Not even mentioned in the list given by her husband.	m					
578	Arnaude Durand	1474	Peirone Sereine Sicard	371	Undirected				incorrect here but appears elsewhere		Peirona id#1474 comes to the house of her husband to search for the heretics (p. 510). They must be acquainted.	m					
1091	Arnaud Mercadier	1092	Bernarde Mercadier	371	Undirected				correct			m					
1091	Arnaud Mercadier	1096	Sanche Mercadier	371	Undirected				incorrect here but appears elsewhere		Arnaud Mercadier and Sans Mercadier are brothers (p. 502).	m					
1091	Arnaud Mercadier	1207	Amiel de Perles	371	Undirected				correct			m					
1091	Arnaud Mercadier	1441	Pierre Sans	371	Undirected				incorrect altogether	n	None of the two cooccurences (p. 370, 502) allows to infer for sure that Arnaud Mercadier was in contact with Peter Sans (even if the link Peter Sans - Sans Mercadier is strong).	m					
1091	Arnaud Mercadier	1451	Pierre Raimond Sartre	371	Undirected				correct			m					
1091	Arnaud Mercadier	1474	Peirone Sereine Sicard	371	Undirected				incorrect altogether			m					
1092	Bernarde Mercadier	1096	Sanche Mercadier	371	Undirected				correct			m					
1092	Bernarde Mercadier	1207	Amiel de Perles	371	Undirected				correct			m					
1092	Bernarde Mercadier	1441	Pierre Sans	371	Undirected				correct			m					
1092	Bernarde Mercadier	1451	Pierre Raimond Sartre	371	Undirected				correct			m					
1092	Bernarde Mercadier	1474	Peirone Sereine Sicard	371	Undirected				incorrect altogether			m					
1096	Sanche Mercadier	1207	Amiel de Perles	371	Undirected				incorrect here but appears elsewhere	y	Sans Mercadier and Amiel are different generation, but link proven (p. 1480), plus they almost stayed in one house (p. 508), so they are active in the same area and they meet in time.	m					
1096	Sanche Mercadier	1441	Pierre Sans	371	Undirected				correct			m					
1096	Sanche Mercadier	1451	Pierre Raimond Sartre	371	Undirected				incorrect altogether	n	Sans Mercadier and Pierre Raymond Sartre: different generation, not sure whether they knew each other, even if from Autier group. From the two page cooccurrences (p. 371 and 949), their direct knowledge cannot be inferred.	m					
1096	Sanche Mercadier	1474	Peirone Sereine Sicard	371	Undirected				incorrect here but appears elsewhere	n	The son of ID#1474 houses Sans Mercadier, and one of the heretics consoles ID#1474... I think we can infer that she knows Sans Mercadier too.	m					
1207	Amiel de Perles	1441	Pierre Sans	371	Undirected				incorrect here but appears elsewhere	y	Amiel and Peter Sans. They seek shelter in the same house (p. 590) at different times. Peter Sans' brother meets Amiel (p. 818). And p. 720, they are explicitly together.	m					
1207	Amiel de Perles	1451	Pierre Raimond Sartre	371	Undirected				incorrect here but appears elsewhere		Amiel and Peter Raymond Sartre.	m					
1207	Amiel de Perles	1474	Peirone Sereine Sicard	371	Undirected				incorrect altogether	n	Her son owes money to Amiel (p. 508), I think I could infer they knew each other, but not necessarily directly. So I do not think a direct edge should be created.	m					
